cve_ent,cve_mun,nom_ent,nom_mun,conteo_aeropuertos
20,170,Oaxaca,San José Lachiguiri,20
20,171,Oaxaca,San José Tenango,20
20,172,Oaxaca,San Juan Achiutla,20
20,173,Oaxaca,San Juan Atepec,20
20,174,Oaxaca,Ánimas Trujano,20
20,175,Oaxaca,San Juan Bautista Atatlahuca,20
20,176,Oaxaca,San Juan Bautista Coixtlahuaca,20
20,177,Oaxaca,San Juan Bautista Cuicatlán,20
20,178,Oaxaca,San Juan Bautista Guelache,20
20,179,Oaxaca,San Juan Bautista Jayacatlán,20
20,180,Oaxaca,San Juan Bautista Lo de Soto,20
20,181,Oaxaca,San Juan Bautista Suchitepec,20
20,182,Oaxaca,San Juan Bautista Tlacoatzintepec,20
20,183,Oaxaca,San Juan Bautista Tlachichilco,20
20,184,Oaxaca,San Juan Bautista Tuxtepec,20
20,185,Oaxaca,San Juan Cacahuatepec,20
20,186,Oaxaca,San Juan Cieneguilla,20
20,187,Oaxaca,San Juan Coatzóspam,20
20,188,Oaxaca,San Juan Colorado,20
20,189,Oaxaca,San Juan Comaltepec,20
20,190,Oaxaca,San Juan Cotzocón,20
20,191,Oaxaca,San Juan Chicomezúchil,20
20,192,Oaxaca,San Juan Chilateca,20
20,193,Oaxaca,San Juan del Estado,20
20,194,Oaxaca,San Juan del Río,20
20,195,Oaxaca,San Juan Diuxi,20
20,196,Oaxaca,San Juan Evangelista Analco,20
20,197,Oaxaca,San Juan Guelavía,20
20,198,Oaxaca,San Juan Guichicovi,20
20,199,Oaxaca,San Juan Ihualtepec,20
20,200,Oaxaca,San Juan Juquila Mixes,20
20,201,Oaxaca,San Juan Juquila Vijanos,20
20,202,Oaxaca,San Juan Lachao,20
20,203,Oaxaca,San Juan Lachigalla,20
20,204,Oaxaca,San Juan Lajarcia,20
20,205,Oaxaca,San Juan Lalana,20
20,206,Oaxaca,San Juan de los Cués,20
20,207,Oaxaca,San Juan Mazatlán,20
20,208,Oaxaca,San Juan Mixtepec,20
20,209,Oaxaca,San Juan Mixtepec,20
20,210,Oaxaca,San Juan Ñumí,20
20,211,Oaxaca,San Juan Ozolotepec,20
20,212,Oaxaca,San Juan Petlapa,20
20,213,Oaxaca,San Juan Quiahije,20
20,214,Oaxaca,San Juan Quiotepec,20
20,215,Oaxaca,San Juan Sayultepec,20
20,216,Oaxaca,San Juan Tabaá,20
20,217,Oaxaca,San Juan Tamazola,20
20,218,Oaxaca,San Juan Teita,20
20,219,Oaxaca,San Juan Teitipac,20
20,220,Oaxaca,San Juan Tepeuxila,20
20,221,Oaxaca,San Juan Teposcolula,20
20,222,Oaxaca,San Juan Yaeé,20
20,223,Oaxaca,San Juan Yatzona,20
20,224,Oaxaca,San Juan Yucuita,20
20,225,Oaxaca,San Lorenzo,20
20,226,Oaxaca,San Lorenzo Albarradas,20
20,227,Oaxaca,San Lorenzo Cacaotepec,20
20,228,Oaxaca,San Lorenzo Cuaunecuiltitla,20
20,229,Oaxaca,San Lorenzo Texmelúcan,20
20,230,Oaxaca,San Lorenzo Victoria,20
20,231,Oaxaca,San Lucas Camotlán,20
20,232,Oaxaca,San Lucas Ojitlán,20
20,233,Oaxaca,San Lucas Quiaviní,20
20,234,Oaxaca,San Lucas Zoquiápam,20
20,235,Oaxaca,San Luis Amatlán,20
20,236,Oaxaca,San Marcial Ozolotepec,20
20,237,Oaxaca,San Marcos Arteaga,20
20,238,Oaxaca,San Martín de los Cansecos,20
20,239,Oaxaca,San Martín Huamelúlpam,20
20,240,Oaxaca,San Martín Itunyoso,20
20,241,Oaxaca,San Martín Lachilá,20
20,242,Oaxaca,San Martín Peras,20
20,243,Oaxaca,San Martín Tilcajete,20
20,244,Oaxaca,San Martín Toxpalan,20
20,245,Oaxaca,San Martín Zacatepec,20
20,246,Oaxaca,San Mateo Cajonos,20
20,247,Oaxaca,Capulálpam de Méndez,20
20,248,Oaxaca,San Mateo del Mar,20
20,249,Oaxaca,San Mateo Yoloxochitlán,20
20,250,Oaxaca,San Mateo Etlatongo,20
20,251,Oaxaca,San Mateo Nejápam,20
20,252,Oaxaca,San Mateo Peñasco,20
20,253,Oaxaca,San Mateo Piñas,20
20,254,Oaxaca,San Mateo Río Hondo,20
20,255,Oaxaca,San Mateo Sindihui,20
20,256,Oaxaca,San Mateo Tlapiltepec,20
20,257,Oaxaca,San Melchor Betaza,20
20,258,Oaxaca,San Miguel Achiutla,20
20,259,Oaxaca,San Miguel Ahuehuetitlán,20
20,260,Oaxaca,San Miguel Aloápam,20
20,261,Oaxaca,San Miguel Amatitlán,20
20,262,Oaxaca,San Miguel Amatlán,20
20,263,Oaxaca,San Miguel Coatlán,20
20,264,Oaxaca,San Miguel Chicahua,20
20,265,Oaxaca,San Miguel Chimalapa,20
20,266,Oaxaca,San Miguel del Puerto,20
20,267,Oaxaca,San Miguel del Río,20
20,268,Oaxaca,San Miguel Ejutla,20
20,269,Oaxaca,San Miguel el Grande,20
20,270,Oaxaca,San Miguel Huautla,20
20,271,Oaxaca,San Miguel Mixtepec,20
20,272,Oaxaca,San Miguel Panixtlahuaca,20
20,273,Oaxaca,San Miguel Peras,20
20,274,Oaxaca,San Miguel Piedras,20
20,275,Oaxaca,San Miguel Quetzaltepec,20
20,276,Oaxaca,San Miguel Santa Flor,20
20,277,Oaxaca,Villa Sola de Vega,20
20,278,Oaxaca,San Miguel Soyaltepec,20
20,279,Oaxaca,San Miguel Suchixtepec,20
20,280,Oaxaca,Villa Talea de Castro,20
20,281,Oaxaca,San Miguel Tecomatlán,20
20,282,Oaxaca,San Miguel Tenango,20
20,283,Oaxaca,San Miguel Tequixtepec,20
20,284,Oaxaca,San Miguel Tilquiápam,20
20,285,Oaxaca,San Miguel Tlacamama,20
20,286,Oaxaca,San Miguel Tlacotepec,20
20,287,Oaxaca,San Miguel Tulancingo,20
20,288,Oaxaca,San Miguel Yotao,20
20,289,Oaxaca,San Nicolás,20
20,290,Oaxaca,San Nicolás Hidalgo,20
20,291,Oaxaca,San Pablo Coatlán,20
20,292,Oaxaca,San Pablo Cuatro Venados,20
20,293,Oaxaca,San Pablo Etla,20
20,294,Oaxaca,San Pablo Huitzo,20
20,295,Oaxaca,San Pablo Huixtepec,20
20,296,Oaxaca,San Pablo Macuiltianguis,20
20,297,Oaxaca,San Pablo Tijaltepec,20
20,298,Oaxaca,San Pablo Villa de Mitla,20
20,299,Oaxaca,San Pablo Yaganiza,20
20,300,Oaxaca,San Pedro Amuzgos,20
20,301,Oaxaca,San Pedro Apóstol,20
20,302,Oaxaca,San Pedro Atoyac,20
20,303,Oaxaca,San Pedro Cajonos,20
20,304,Oaxaca,San Pedro Coxcaltepec Cántaros,20
20,305,Oaxaca,San Pedro Comitancillo,20
20,306,Oaxaca,San Pedro el Alto,20
20,307,Oaxaca,San Pedro Huamelula,20
20,308,Oaxaca,San Pedro Huilotepec,20
20,309,Oaxaca,San Pedro Ixcatlán,20
20,310,Oaxaca,San Pedro Ixtlahuaca,20
20,311,Oaxaca,San Pedro Jaltepetongo,20
20,312,Oaxaca,San Pedro Jicayán,20
20,313,Oaxaca,San Pedro Jocotipac,20
20,314,Oaxaca,San Pedro Juchatengo,20
20,315,Oaxaca,San Pedro Mártir,20
20,316,Oaxaca,San Pedro Mártir Quiechapa,20
20,317,Oaxaca,San Pedro Mártir Yucuxaco,20
20,318,Oaxaca,San Pedro Mixtepec,20
20,319,Oaxaca,San Pedro Mixtepec,20
20,320,Oaxaca,San Pedro Molinos,20
20,321,Oaxaca,San Pedro Nopala,20
20,322,Oaxaca,San Pedro Ocopetatillo,20
20,323,Oaxaca,San Pedro Ocotepec,20
20,324,Oaxaca,San Pedro Pochutla,20
20,325,Oaxaca,San Pedro Quiatoni,20
20,326,Oaxaca,San Pedro Sochiápam,20
20,327,Oaxaca,San Pedro Tapanatepec,20
20,328,Oaxaca,San Pedro Taviche,20
20,329,Oaxaca,San Pedro Teozacoalco,20
20,330,Oaxaca,San Pedro Teutila,20
20,331,Oaxaca,San Pedro Tidaá,20
20,332,Oaxaca,San Pedro Topiltepec,20
20,333,Oaxaca,San Pedro Totolápam,20
20,334,Oaxaca,Villa de Tututepec,20
20,335,Oaxaca,San Pedro Yaneri,20
20,336,Oaxaca,San Pedro Yólox,20
20,337,Oaxaca,San Pedro y San Pablo Ayutla,20
20,338,Oaxaca,Villa de Etla,20
20,339,Oaxaca,San Pedro y San Pablo Teposcolula,20
20,340,Oaxaca,San Pedro y San Pablo Tequixtepec,20
20,341,Oaxaca,San Pedro Yucunama,20
20,342,Oaxaca,San Raymundo Jalpan,20
20,343,Oaxaca,San Sebastián Abasolo,20
20,344,Oaxaca,San Sebastián Coatlán,20
20,345,Oaxaca,San Sebastián Ixcapa,20
20,346,Oaxaca,San Sebastián Nicananduta,20
20,347,Oaxaca,San Sebastián Río Hondo,20
20,348,Oaxaca,San Sebastián Tecomaxtlahuaca,20
20,349,Oaxaca,San Sebastián Teitipac,20
20,350,Oaxaca,San Sebastián Tutla,20
20,351,Oaxaca,San Simón Almolongas,20
20,352,Oaxaca,San Simón Zahuatlán,20
20,353,Oaxaca,Santa Ana,20
20,354,Oaxaca,Santa Ana Ateixtlahuaca,20
20,355,Oaxaca,Santa Ana Cuauhtémoc,20
20,356,Oaxaca,Santa Ana del Valle,20
20,357,Oaxaca,Santa Ana Tavela,20
20,358,Oaxaca,Santa Ana Tlapacoyan,20
20,359,Oaxaca,Santa Ana Yareni,20
20,360,Oaxaca,Santa Ana Zegache,20
20,361,Oaxaca,Santa Catalina Quierí,20
20,362,Oaxaca,Santa Catarina Cuixtla,20
20,363,Oaxaca,Santa Catarina Ixtepeji,20
20,364,Oaxaca,Santa Catarina Juquila,20
20,365,Oaxaca,Santa Catarina Lachatao,20
20,366,Oaxaca,Santa Catarina Loxicha,20
20,367,Oaxaca,Santa Catarina Mechoacán,20
20,368,Oaxaca,Santa Catarina Minas,20
20,369,Oaxaca,Santa Catarina Quiané,20
20,370,Oaxaca,Santa Catarina Tayata,20
20,371,Oaxaca,Santa Catarina Ticuá,20
20,372,Oaxaca,Santa Catarina Yosonotú,20
20,373,Oaxaca,Santa Catarina Zapoquila,20
20,374,Oaxaca,Santa Cruz Acatepec,20
20,375,Oaxaca,Santa Cruz Amilpas,20
20,376,Oaxaca,Santa Cruz de Bravo,20
20,377,Oaxaca,Santa Cruz Itundujia,20
20,378,Oaxaca,Santa Cruz Mixtepec,20
20,379,Oaxaca,Santa Cruz Nundaco,20
20,380,Oaxaca,Santa Cruz Papalutla,20
20,381,Oaxaca,Santa Cruz Tacache de Mina,20
20,382,Oaxaca,Santa Cruz Tacahua,20
20,383,Oaxaca,Santa Cruz Tayata,20
20,384,Oaxaca,Santa Cruz Xitla,20
20,385,Oaxaca,Santa Cruz Xoxocotlán,20
20,386,Oaxaca,Santa Cruz Zenzontepec,20
20,387,Oaxaca,Santa Gertrudis,20
20,388,Oaxaca,Santa Inés del Monte,20
20,389,Oaxaca,Santa Inés Yatzeche,20
20,390,Oaxaca,Santa Lucía del Camino,20
20,391,Oaxaca,Santa Lucía Miahuatlán,20
20,392,Oaxaca,Santa Lucía Monteverde,20
20,393,Oaxaca,Santa Lucía Ocotlán,20
20,394,Oaxaca,Santa María Alotepec,20
20,395,Oaxaca,Santa María Apazco,20
20,396,Oaxaca,Santa María la Asunción,20
20,397,Oaxaca,Heroica Ciudad de Tlaxiaco,20
20,398,Oaxaca,Ayoquezco de Aldama,20
20,399,Oaxaca,Santa María Atzompa,20
20,400,Oaxaca,Santa María Camotlán,20
20,401,Oaxaca,Santa María Colotepec,20
20,402,Oaxaca,Santa María Cortijo,20
20,403,Oaxaca,Santa María Coyotepec,20
20,404,Oaxaca,Santa María Chachoápam,20
20,405,Oaxaca,Villa de Chilapa de Díaz,20
20,406,Oaxaca,Santa María Chilchotla,20
20,407,Oaxaca,Santa María Chimalapa,20
20,408,Oaxaca,Santa María del Rosario,20
20,409,Oaxaca,Santa María del Tule,20
20,410,Oaxaca,Santa María Ecatepec,20
20,411,Oaxaca,Santa María Guelacé,20
20,412,Oaxaca,Santa María Guienagati,20
20,413,Oaxaca,Santa María Huatulco,20
20,414,Oaxaca,Santa María Huazolotitlán,20
20,415,Oaxaca,Santa María Ipalapa,20
20,416,Oaxaca,Santa María Ixcatlán,20
20,417,Oaxaca,Santa María Jacatepec,20
20,418,Oaxaca,Santa María Jalapa del Marqués,20
20,419,Oaxaca,Santa María Jaltianguis,20
20,420,Oaxaca,Santa María Lachixío,20
20,421,Oaxaca,Santa María Mixtequilla,20
20,422,Oaxaca,Santa María Nativitas,20
20,423,Oaxaca,Santa María Nduayaco,20
20,424,Oaxaca,Santa María Ozolotepec,20
20,425,Oaxaca,Santa María Pápalo,20
20,426,Oaxaca,Santa María Peñoles,20
20,427,Oaxaca,Santa María Petapa,20
20,428,Oaxaca,Santa María Quiegolani,20
20,429,Oaxaca,Santa María Sola,20
20,430,Oaxaca,Santa María Tataltepec,20
20,431,Oaxaca,Santa María Tecomavaca,20
20,432,Oaxaca,Santa María Temaxcalapa,20
20,433,Oaxaca,Santa María Temaxcaltepec,20
20,434,Oaxaca,Santa María Teopoxco,20
20,435,Oaxaca,Santa María Tepantlali,20
20,436,Oaxaca,Santa María Texcatitlán,20
20,437,Oaxaca,Santa María Tlahuitoltepec,20
20,438,Oaxaca,Santa María Tlalixtac,20
20,439,Oaxaca,Santa María Tonameca,20
20,440,Oaxaca,Santa María Totolapilla,20
20,441,Oaxaca,Santa María Xadani,20
20,442,Oaxaca,Santa María Yalina,20
20,443,Oaxaca,Santa María Yavesía,20
20,444,Oaxaca,Santa María Yolotepec,20
20,445,Oaxaca,Santa María Yosoyúa,20
20,446,Oaxaca,Santa María Yucuhiti,20
20,447,Oaxaca,Santa María Zacatepec,20
20,448,Oaxaca,Santa María Zaniza,20
20,449,Oaxaca,Santa María Zoquitlán,20
20,450,Oaxaca,Santiago Amoltepec,20
20,451,Oaxaca,Santiago Apoala,20
20,452,Oaxaca,Santiago Apóstol,20
20,453,Oaxaca,Santiago Astata,20
20,454,Oaxaca,Santiago Atitlán,20
20,455,Oaxaca,Santiago Ayuquililla,20
20,456,Oaxaca,Santiago Cacaloxtepec,20
20,457,Oaxaca,Santiago Camotlán,20
20,458,Oaxaca,Santiago Comaltepec,20
20,459,Oaxaca,Villa de Santiago Chazumba,20
20,460,Oaxaca,Santiago Choápam,20
20,461,Oaxaca,Santiago del Río,20
20,462,Oaxaca,Santiago Huajolotitlán,20
20,463,Oaxaca,Santiago Huauclilla,20
20,464,Oaxaca,Santiago Ihuitlán Plumas,20
20,465,Oaxaca,Santiago Ixcuintepec,20
20,466,Oaxaca,Santiago Ixtayutla,20
20,467,Oaxaca,Santiago Jamiltepec,20
20,468,Oaxaca,Santiago Jocotepec,20
20,469,Oaxaca,Santiago Juxtlahuaca,20
20,470,Oaxaca,Santiago Lachiguiri,20
20,471,Oaxaca,Santiago Lalopa,20
20,472,Oaxaca,Santiago Laollaga,20
20,473,Oaxaca,Santiago Laxopa,20
20,474,Oaxaca,Santiago Llano Grande,20
20,475,Oaxaca,Santiago Matatlán,20
20,476,Oaxaca,Santiago Miltepec,20
20,477,Oaxaca,Santiago Minas,20
20,478,Oaxaca,Santiago Nacaltepec,20
20,479,Oaxaca,Santiago Nejapilla,20
20,480,Oaxaca,Santiago Nundiche,20
20,481,Oaxaca,Santiago Nuyoó,20
20,482,Oaxaca,Santiago Pinotepa Nacional,20
20,483,Oaxaca,Santiago Suchilquitongo,20
20,484,Oaxaca,Santiago Tamazola,20
20,485,Oaxaca,Santiago Tapextla,20
20,486,Oaxaca,Villa Tejúpam de la Unión,20
20,487,Oaxaca,Santiago Tenango,20
20,488,Oaxaca,Santiago Tepetlapa,20
20,489,Oaxaca,Santiago Tetepec,20
20,490,Oaxaca,Santiago Texcalcingo,20
20,491,Oaxaca,Santiago Textitlán,20
20,492,Oaxaca,Santiago Tilantongo,20
20,493,Oaxaca,Santiago Tillo,20
20,494,Oaxaca,Santiago Tlazoyaltepec,20
20,495,Oaxaca,Santiago Xanica,20
20,496,Oaxaca,Santiago Xiacuí,20
20,497,Oaxaca,Santiago Yaitepec,20
20,498,Oaxaca,Santiago Yaveo,20
20,499,Oaxaca,Santiago Yolomécatl,20
20,500,Oaxaca,Santiago Yosondúa,20
20,501,Oaxaca,Santiago Yucuyachi,20
20,502,Oaxaca,Santiago Zacatepec,20
20,503,Oaxaca,Santiago Zoochila,20
20,504,Oaxaca,Nuevo Zoquiápam,20
20,505,Oaxaca,Santo Domingo Ingenio,20
20,506,Oaxaca,Santo Domingo Albarradas,20
20,507,Oaxaca,Santo Domingo Armenta,20
20,508,Oaxaca,Santo Domingo Chihuitán,20
20,509,Oaxaca,Santo Domingo de Morelos,20
20,510,Oaxaca,Santo Domingo Ixcatlán,20
20,511,Oaxaca,Santo Domingo Nuxaá,20
20,512,Oaxaca,Santo Domingo Ozolotepec,20
20,513,Oaxaca,Santo Domingo Petapa,20
20,514,Oaxaca,Santo Domingo Roayaga,20
20,515,Oaxaca,Santo Domingo Tehuantepec,20
20,516,Oaxaca,Santo Domingo Teojomulco,20
20,517,Oaxaca,Santo Domingo Tepuxtepec,20
20,518,Oaxaca,Santo Domingo Tlatayápam,20
20,519,Oaxaca,Santo Domingo Tomaltepec,20
20,520,Oaxaca,Santo Domingo Tonalá,20
20,521,Oaxaca,Santo Domingo Tonaltepec,20
20,522,Oaxaca,Santo Domingo Xagacía,20
20,523,Oaxaca,Santo Domingo Yanhuitlán,20
20,524,Oaxaca,Santo Domingo Yodohino,20
20,525,Oaxaca,Santo Domingo Zanatepec,20
20,526,Oaxaca,Santos Reyes Nopala,20
20,527,Oaxaca,Santos Reyes Pápalo,20
20,528,Oaxaca,Santos Reyes Tepejillo,20
20,529,Oaxaca,Santos Reyes Yucuná,20
20,530,Oaxaca,Santo Tomás Jalieza,20
20,531,Oaxaca,Santo Tomás Mazaltepec,20
20,532,Oaxaca,Santo Tomás Ocotepec,20
20,533,Oaxaca,Santo Tomás Tamazulapan,20
20,534,Oaxaca,San Vicente Coatlán,20
20,535,Oaxaca,San Vicente Lachixío,20
20,536,Oaxaca,San Vicente Nuñú,20
20,537,Oaxaca,Silacayoápam,20
20,538,Oaxaca,Sitio de Xitlapehua,20
20,539,Oaxaca,Soledad Etla,20
20,540,Oaxaca,Villa de Tamazulápam del Progreso,20
20,541,Oaxaca,Tanetze de Zaragoza,20
20,542,Oaxaca,Taniche,20
20,543,Oaxaca,Tataltepec de Valdés,20
20,544,Oaxaca,Teococuilco de Marcos Pérez,20
20,545,Oaxaca,Teotitlán de Flores Magón,20
20,546,Oaxaca,Teotitlán del Valle,20
20,547,Oaxaca,Teotongo,20
20,548,Oaxaca,Tepelmeme Villa de Morelos,20
20,549,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",20
20,550,Oaxaca,San Jerónimo Tlacochahuaya,20
20,551,Oaxaca,Tlacolula de Matamoros,20
20,552,Oaxaca,Tlacotepec Plumas,20
20,553,Oaxaca,Tlalixtac de Cabrera,20
20,554,Oaxaca,Totontepec Villa de Morelos,20
20,555,Oaxaca,Trinidad Zaachila,20
20,556,Oaxaca,La Trinidad Vista Hermosa,20
20,557,Oaxaca,Unión Hidalgo,20
20,558,Oaxaca,Valerio Trujano,20
20,559,Oaxaca,San Juan Bautista Valle Nacional,20
20,560,Oaxaca,Villa Díaz Ordaz,20
20,561,Oaxaca,Yaxe,20
20,562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,20
20,563,Oaxaca,Yogana,20
20,564,Oaxaca,Yutanduchi de Guerrero,20
20,565,Oaxaca,Villa de Zaachila,20
20,566,Oaxaca,San Mateo Yucutindoo,20
20,567,Oaxaca,Zapotitlán Lagunas,20
20,568,Oaxaca,Zapotitlán Palmas,20
20,569,Oaxaca,Santa Inés de Zaragoza,20
20,570,Oaxaca,Zimatlán de Álvarez,20
21,1,Puebla,Acajete,4
21,2,Puebla,Acateno,4
21,3,Puebla,Acatlán,4
21,4,Puebla,Acatzingo,4
21,5,Puebla,Acteopan,4
21,6,Puebla,Ahuacatlán,4
21,7,Puebla,Ahuatlán,4
21,8,Puebla,Ahuazotepec,4
21,9,Puebla,Ahuehuetitla,4
21,10,Puebla,Ajalpan,4
21,11,Puebla,Albino Zertuche,4
21,12,Puebla,Aljojuca,4
21,13,Puebla,Altepexi,4
21,14,Puebla,Amixtlán,4
21,15,Puebla,Amozoc,4
21,16,Puebla,Aquixtla,4
21,17,Puebla,Atempan,4
21,18,Puebla,Atexcal,4
21,19,Puebla,Atlixco,4
21,20,Puebla,Atoyatempan,4
21,21,Puebla,Atzala,4
21,22,Puebla,Atzitzihuacán,4
21,23,Puebla,Atzitzintla,4
21,24,Puebla,Axutla,4
21,25,Puebla,Ayotoxco de Guerrero,4
21,26,Puebla,Calpan,4
21,27,Puebla,Caltepec,4
21,28,Puebla,Camocuautla,4
21,29,Puebla,Caxhuacan,4
21,30,Puebla,Coatepec,4
21,31,Puebla,Coatzingo,4
21,32,Puebla,Cohetzala,4
21,33,Puebla,Cohuecan,4
21,34,Puebla,Coronango,4
21,35,Puebla,Coxcatlán,4
21,36,Puebla,Coyomeapan,4
21,37,Puebla,Coyotepec,4
21,38,Puebla,Cuapiaxtla de Madero,4
21,39,Puebla,Cuautempan,4
21,40,Puebla,Cuautinchán,4
21,41,Puebla,Cuautlancingo,4
21,42,Puebla,Cuayuca de Andrade,4
21,43,Puebla,Cuetzalan del Progreso,4
21,44,Puebla,Cuyoaco,4
21,45,Puebla,Chalchicomula de Sesma,4
21,46,Puebla,Chapulco,4
21,47,Puebla,Chiautla,4
21,48,Puebla,Chiautzingo,4
21,49,Puebla,Chiconcuautla,4
21,50,Puebla,Chichiquila,4
21,51,Puebla,Chietla,4
21,52,Puebla,Chigmecatitlán,4
21,53,Puebla,Chignahuapan,4
21,54,Puebla,Chignautla,4
21,55,Puebla,Chila,4
21,56,Puebla,Chila de la Sal,4
21,57,Puebla,Honey,4
21,58,Puebla,Chilchotla,4
21,59,Puebla,Chinantla,4
21,60,Puebla,Domingo Arenas,4
21,61,Puebla,Eloxochitlán,4
21,62,Puebla,Epatlán,4
21,63,Puebla,Esperanza,4
21,64,Puebla,Francisco Z. Mena,4
21,65,Puebla,General Felipe Ángeles,4
21,66,Puebla,Guadalupe,4
21,67,Puebla,Guadalupe Victoria,4
21,68,Puebla,Hermenegildo Galeana,4
21,69,Puebla,Huaquechula,4
21,70,Puebla,Huatlatlauca,4
21,71,Puebla,Huauchinango,4
21,72,Puebla,Huehuetla,4
21,73,Puebla,Huehuetlán el Chico,4
21,74,Puebla,Huejotzingo,4
21,75,Puebla,Hueyapan,4
21,76,Puebla,Hueytamalco,4
21,77,Puebla,Hueytlalpan,4
21,78,Puebla,Huitzilan de Serdán,4
21,79,Puebla,Huitziltepec,4
21,80,Puebla,Atlequizayan,4
21,81,Puebla,Ixcamilpa de Guerrero,4
21,82,Puebla,Ixcaquixtla,4
21,83,Puebla,Ixtacamaxtitlán,4
21,84,Puebla,Ixtepec,4
21,85,Puebla,Izúcar de Matamoros,4
21,86,Puebla,Jalpan,4
21,87,Puebla,Jolalpan,4
21,88,Puebla,Jonotla,4
21,89,Puebla,Jopala,4
21,90,Puebla,Juan C. Bonilla,4
21,91,Puebla,Juan Galindo,4
21,92,Puebla,Juan N. Méndez,4
21,93,Puebla,Lafragua,4
21,94,Puebla,Libres,4
21,95,Puebla,La Magdalena Tlatlauquitepec,4
21,96,Puebla,Mazapiltepec de Juárez,4
21,97,Puebla,Mixtla,4
21,98,Puebla,Molcaxac,4
21,99,Puebla,Cañada Morelos,4
21,100,Puebla,Naupan,4
21,101,Puebla,Nauzontla,4
21,102,Puebla,Nealtican,4
21,103,Puebla,Nicolás Bravo,4
21,104,Puebla,Nopalucan,4
21,105,Puebla,Ocotepec,4
21,106,Puebla,Ocoyucan,4
21,107,Puebla,Olintla,4
21,108,Puebla,Oriental,4
21,109,Puebla,Pahuatlán,4
21,110,Puebla,Palmar de Bravo,4
21,111,Puebla,Pantepec,4
21,112,Puebla,Petlalcingo,4
21,113,Puebla,Piaxtla,4
21,114,Puebla,Puebla,4
21,115,Puebla,Quecholac,4
21,116,Puebla,Quimixtlán,4
21,117,Puebla,Rafael Lara Grajales,4
21,118,Puebla,Los Reyes de Juárez,4
21,119,Puebla,San Andrés Cholula,4
21,120,Puebla,San Antonio Cañada,4
21,121,Puebla,San Diego la Mesa Tochimiltzingo,4
21,122,Puebla,San Felipe Teotlalcingo,4
21,123,Puebla,San Felipe Tepatlán,4
21,124,Puebla,San Gabriel Chilac,4
21,125,Puebla,San Gregorio Atzompa,4
21,126,Puebla,San Jerónimo Tecuanipan,4
21,127,Puebla,San Jerónimo Xayacatlán,4
21,128,Puebla,San José Chiapa,4
21,129,Puebla,San José Miahuatlán,4
21,130,Puebla,San Juan Atenco,4
21,131,Puebla,San Juan Atzompa,4
21,132,Puebla,San Martín Texmelucan,4
21,133,Puebla,San Martín Totoltepec,4
21,134,Puebla,San Matías Tlalancaleca,4
21,135,Puebla,San Miguel Ixitlán,4
21,136,Puebla,San Miguel Xoxtla,4
21,137,Puebla,San Nicolás Buenos Aires,4
21,138,Puebla,San Nicolás de los Ranchos,4
21,139,Puebla,San Pablo Anicano,4
21,140,Puebla,San Pedro Cholula,4
21,141,Puebla,San Pedro Yeloixtlahuaca,4
21,142,Puebla,San Salvador el Seco,4
21,143,Puebla,San Salvador el Verde,4
21,144,Puebla,San Salvador Huixcolotla,4
21,145,Puebla,San Sebastián Tlacotepec,4
21,146,Puebla,Santa Catarina Tlaltempan,4
21,147,Puebla,Santa Inés Ahuatempan,4
21,148,Puebla,Santa Isabel Cholula,4
21,149,Puebla,Santiago Miahuatlán,4
21,150,Puebla,Huehuetlán el Grande,4
21,151,Puebla,Santo Tomás Hueyotlipan,4
21,152,Puebla,Soltepec,4
21,153,Puebla,Tecali de Herrera,4
21,154,Puebla,Tecamachalco,4
21,155,Puebla,Tecomatlán,4
21,156,Puebla,Tehuacán,4
21,157,Puebla,Tehuitzingo,4
21,158,Puebla,Tenampulco,4
21,159,Puebla,Teopantlán,4
21,160,Puebla,Teotlalco,4
21,161,Puebla,Tepanco de López,4
21,162,Puebla,Tepango de Rodríguez,4
21,163,Puebla,Tepatlaxco de Hidalgo,4
21,164,Puebla,Tepeaca,4
21,165,Puebla,Tepemaxalco,4
21,166,Puebla,Tepeojuma,4
21,167,Puebla,Tepetzintla,4
21,168,Puebla,Tepexco,4
21,169,Puebla,Tepexi de Rodríguez,4
21,170,Puebla,Tepeyahualco,4
21,171,Puebla,Tepeyahualco de Cuauhtémoc,4
21,172,Puebla,Tetela de Ocampo,4
21,173,Puebla,Teteles de Ávila Castillo,4
21,174,Puebla,Teziutlán,4
21,175,Puebla,Tianguismanalco,4
21,176,Puebla,Tilapa,4
21,177,Puebla,Tlacotepec de Benito Juárez,4
21,178,Puebla,Tlacuilotepec,4
21,179,Puebla,Tlachichuca,4
21,180,Puebla,Tlahuapan,4
21,181,Puebla,Tlaltenango,4
21,182,Puebla,Tlanepantla,4
21,183,Puebla,Tlaola,4
21,184,Puebla,Tlapacoya,4
21,185,Puebla,Tlapanalá,4
21,186,Puebla,Tlatlauquitepec,4
21,187,Puebla,Tlaxco,4
21,188,Puebla,Tochimilco,4
21,189,Puebla,Tochtepec,4
21,190,Puebla,Totoltepec de Guerrero,4
21,191,Puebla,Tulcingo,4
21,192,Puebla,Tuzamapan de Galeana,4
21,193,Puebla,Tzicatlacoyan,4
21,194,Puebla,Venustiano Carranza,4
21,195,Puebla,Vicente Guerrero,4
21,196,Puebla,Xayacatlán de Bravo,4
