Codigo_INEGI,Muncipio,ID_Alfabeta,Alfabeta,poblacion
14015,Autlán de Navarro,3,No,2899
14015,Autlán de Navarro,9,Not Specified,24
14016,Ayotlán,1,Yes,33663
14016,Ayotlán,3,No,3875
14016,Ayotlán,9,Not Specified,56
14017,Ayutla,1,Yes,10726
14017,Ayutla,3,No,1047
14017,Ayutla,9,Not Specified,19
14018,La Barca,1,Yes,56955
14018,La Barca,3,No,4697
14018,La Barca,9,Not Specified,86
14019,Bolaños,1,Yes,4900
14019,Bolaños,3,No,1033
14019,Bolaños,9,Not Specified,13
14020,Cabo Corrientes,1,Yes,9219
14020,Cabo Corrientes,3,No,802
14020,Cabo Corrientes,9,Not Specified,3
14021,Casimiro Castillo,1,Yes,17145
14021,Casimiro Castillo,3,No,1580
14021,Casimiro Castillo,9,Not Specified,19
14022,Cihuatlán,1,Yes,33346
14022,Cihuatlán,3,No,2879
14022,Cihuatlán,9,Not Specified,29
14023,Zapotlán el Grande,1,Yes,99207
14023,Zapotlán el Grande,3,No,5274
14023,Zapotlán el Grande,9,Not Specified,197
14024,Cocula,1,Yes,24983
14024,Cocula,3,No,1860
14024,Cocula,9,Not Specified,27
14025,Colotlán,1,Yes,16892
14025,Colotlán,3,No,854
14025,Colotlán,9,Not Specified,26
14026,Concepción de Buenos Aires,1,Yes,5276
14026,Concepción de Buenos Aires,3,No,547
14026,Concepción de Buenos Aires,9,Not Specified,12
14027,Cuautitlán de García Barragán,1,Yes,14468
14027,Cuautitlán de García Barragán,3,No,2255
14027,Cuautitlán de García Barragán,9,Not Specified,12
14028,Cuautla,1,Yes,1815
14028,Cuautla,3,No,173
14028,Cuautla,9,Not Specified,2
14029,Cuquío,1,Yes,14652
14029,Cuquío,3,No,1576
14029,Cuquío,9,Not Specified,7
14030,Chapala,1,Yes,46987
14030,Chapala,3,No,2949
14030,Chapala,9,Not Specified,93
14031,Chimaltitán,1,Yes,2524
14031,Chimaltitán,3,No,385
14031,Chimaltitán,9,Not Specified,2
14032,Chiquilistlán,1,Yes,4734
14032,Chiquilistlán,3,No,573
14032,Chiquilistlán,9,Not Specified,8
14033,Degollado,1,Yes,17328
14033,Degollado,3,No,1618
14033,Degollado,9,Not Specified,17
14034,Ejutla,1,Yes,1668
14034,Ejutla,3,No,149
14034,Ejutla,9,Not Specified,1
14035,Encarnación de Díaz,1,Yes,44068
14035,Encarnación de Díaz,3,No,3939
14035,Encarnación de Díaz,9,Not Specified,21
14036,Etzatlán,1,Yes,17117
14036,Etzatlán,3,No,1036
14036,Etzatlán,9,Not Specified,16
14037,El Grullo,1,Yes,21673
14037,El Grullo,3,No,1959
14037,El Grullo,9,Not Specified,22
14038,Guachinango,1,Yes,3475
14038,Guachinango,3,No,360
14038,Guachinango,9,Not Specified,7
14039,Guadalajara,1,Yes,1247725
14039,Guadalajara,3,No,43696
14039,Guadalajara,9,Not Specified,2666
14040,Hostotipaquillo,1,Yes,7246
14040,Hostotipaquillo,3,No,764
14040,Hostotipaquillo,9,Not Specified,11
14041,Huejúcar,1,Yes,5074
14041,Huejúcar,3,No,379
14041,Huejúcar,9,Not Specified,2
14042,Huejuquilla el Alto,1,Yes,7843
14042,Huejuquilla el Alto,3,No,1036
14042,Huejuquilla el Alto,9,Not Specified,8
14043,La Huerta,1,Yes,19192
14043,La Huerta,3,No,1998
14043,La Huerta,9,Not Specified,16
14044,Ixtlahuacán de los Membrillos,1,Yes,57888
14044,Ixtlahuacán de los Membrillos,3,No,3756
14044,Ixtlahuacán de los Membrillos,9,Not Specified,115
14045,Ixtlahuacán del Río,1,Yes,17148
14045,Ixtlahuacán del Río,3,No,1418
14045,Ixtlahuacán del Río,9,Not Specified,15
14046,Jalostotitlán,1,Yes,27392
14046,Jalostotitlán,3,No,2237
14046,Jalostotitlán,9,Not Specified,25
14047,Jamay,1,Yes,20610
14047,Jamay,3,No,1556
14047,Jamay,9,Not Specified,20
14048,Jesús María,1,Yes,15069
14048,Jesús María,3,No,1950
14048,Jesús María,9,Not Specified,4
14049,Jilotlán de los Dolores,1,Yes,6725
14049,Jilotlán de los Dolores,3,No,1198
14050,Jocotepec,1,Yes,38902
14050,Jocotepec,3,No,3112
14050,Jocotepec,9,Not Specified,30
14051,Juanacatlán,1,Yes,25942
14051,Juanacatlán,3,No,1775
14051,Juanacatlán,9,Not Specified,119
14052,Juchitlán,1,Yes,4604
14052,Juchitlán,3,No,451
14052,Juchitlán,9,Not Specified,4
14053,Lagos de Moreno,1,Yes,141291
14053,Lagos de Moreno,3,No,13774
14053,Lagos de Moreno,9,Not Specified,78
14054,El Limón,1,Yes,4688
14054,El Limón,3,No,304
14054,El Limón,9,Not Specified,5
14055,Magdalena,1,Yes,18401
14055,Magdalena,3,No,1227
14055,Magdalena,9,Not Specified,17
14056,Santa María del Oro,1,Yes,1403
14056,Santa María del Oro,3,No,291
14056,Santa María del Oro,9,Not Specified,1
14057,La Manzanilla de la Paz,1,Yes,3476
14057,La Manzanilla de la Paz,3,No,261
14057,La Manzanilla de la Paz,9,Not Specified,6
14058,Mascota,1,Yes,12406
14058,Mascota,3,No,927
14059,Mazamitla,1,Yes,11591
14059,Mazamitla,3,No,1143
14059,Mazamitla,9,Not Specified,18
14060,Mexticacán,1,Yes,4378
14060,Mexticacán,3,No,464
14060,Mexticacán,9,Not Specified,6
14061,Mezquitic,1,Yes,13341
14061,Mezquitic,3,No,4798
14061,Mezquitic,9,Not Specified,25
14062,Mixtlán,1,Yes,3105
14062,Mixtlán,3,No,244
14062,Mixtlán,9,Not Specified,2
14063,Ocotlán,1,Yes,91106
14063,Ocotlán,3,No,5756
14063,Ocotlán,9,Not Specified,162
14064,Ojuelos de Jalisco,1,Yes,26533
14064,Ojuelos de Jalisco,3,No,3219
14064,Ojuelos de Jalisco,9,Not Specified,17
14065,Pihuamo,1,Yes,9318
14065,Pihuamo,3,No,1138
14065,Pihuamo,9,Not Specified,15
14066,Poncitlán,1,Yes,43406
14066,Poncitlán,3,No,4031
14066,Poncitlán,9,Not Specified,31
14067,Puerto Vallarta,1,Yes,252796
14067,Puerto Vallarta,3,No,13177
14067,Puerto Vallarta,9,Not Specified,874
14068,Villa Purificación,1,Yes,9277
14068,Villa Purificación,3,No,983
14068,Villa Purificación,9,Not Specified,8
14069,Quitupan,1,Yes,5941
14069,Quitupan,3,No,1081
14069,Quitupan,9,Not Specified,5
14070,El Salto,1,Yes,185068
14070,El Salto,3,No,13012
14070,El Salto,9,Not Specified,437
14071,San Cristóbal de la Barranca,1,Yes,2335
14071,San Cristóbal de la Barranca,3,No,293
14071,San Cristóbal de la Barranca,9,Not Specified,3
14072,San Diego de Alejandría,1,Yes,6333
14072,San Diego de Alejandría,3,No,575
14072,San Diego de Alejandría,9,Not Specified,2
14073,San Juan de los Lagos,1,Yes,60284
14073,San Juan de los Lagos,3,No,4408
14073,San Juan de los Lagos,9,Not Specified,30
14074,San Julián,1,Yes,14171
14074,San Julián,3,No,995
14074,San Julián,9,Not Specified,3
14075,San Marcos,1,Yes,3168
14075,San Marcos,3,No,245
14075,San Marcos,9,Not Specified,8
14076,San Martín de Bolaños,1,Yes,2485
14076,San Martín de Bolaños,3,No,253
14076,San Martín de Bolaños,9,Not Specified,2
14077,San Martín Hidalgo,1,Yes,24260
14077,San Martín Hidalgo,3,No,1539
14077,San Martín Hidalgo,9,Not Specified,61
14078,San Miguel el Alto,1,Yes,26582
14078,San Miguel el Alto,3,No,2371
14078,San Miguel el Alto,9,Not Specified,19
