CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,SBASC,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL.5000,PO2SM,IM_2020,GM_2020
14,Jalisco,14087,Tecalitlán,16705,7.070299903,46.00128991,1.038251366,2.495446266,0.4189435337,12.59793854,3.776563449,20.72433403,71.88449848,56.90979891,Muy bajo
14,Jalisco,14088,Tecolotlán,16603,4.638882119,39.37820087,0.8577987193,0.2839192944,0.6644919657,16.21892548,1.43771898,41.76955972,67.50841751,57.81022233,Muy bajo
14,Jalisco,14089,Techaluta de Montenegro,4072,3.868340685,42.38208347,2.565367538,0.07400098668,2.096694623,18.40659332,2.960039467,100,81.33524767,55.89562078,Bajo
14,Jalisco,14090,Tenamaxtlán,7302,3.814861689,38.74938536,0.4809013465,0.08244023083,0.494641385,13.87411308,1.016762847,100,76.55024947,56.91210815,Muy bajo
14,Jalisco,14091,Teocaltiche,39839,5.295123739,49.02293816,1.512520448,0.2718006795,0.9865357997,16.93299484,1.109852775,38.3016642,76.07848499,57.07396609,Muy bajo
14,Jalisco,14092,Teocuitatlán de Corona,11039,5.779665015,51.77539224,1.97440585,0.2651549785,0.7221206581,15.45510101,3.190127971,100,71.81208054,56.00399778,Bajo
14,Jalisco,14093,Tepatitlán de Morelos,150190,4.263308028,39.73194963,0.2929648308,0.1892900619,0.4936256739,11.69957352,0.5136883223,20.15247353,54.13075501,59.08274416,Muy bajo
14,Jalisco,14094,Tequila,44353,3.427828513,31.47819323,1.188347405,1.163448697,0.5794608298,22.21323204,2.09601847,29.84691002,63.7241536,57.92669594,Muy bajo
14,Jalisco,14095,Teuchitlán,9647,4.276451924,37.22567288,0.2282868112,0.3631835633,0.03113001972,14.87633801,0.653730414,100,66.00392047,57.26051474,Muy bajo
14,Jalisco,14096,Tizapán el Alto,22758,6.702048877,51.97905997,0.7925263438,0.42061454,0.9386345524,18.59615707,1.60690571,28.2713771,74.31990067,56.97431271,Muy bajo
14,Jalisco,14097,Tlajomulco de Zúñiga,727750,1.590527317,24.05129154,0.04379091628,0.07518517448,0.3963166512,14.06513023,0.7354460191,11.66746822,55.1674274,59.90945374,Muy bajo
14,Jalisco,14098,San Pedro Tlaquepaque,687127,2.254437882,25.50563861,0.03907351697,0.07403163971,0.5721294379,13.86368084,2.307361196,1.19657647,49.59378707,60.05261632,Muy bajo
14,Jalisco,14099,Tolimán,11219,8.757170172,46.24195381,4.272350275,1.533416916,3.105410358,22.87356377,8.014273315,100,78.08870116,54.04476577,Medio
14,Jalisco,14100,Tomatlán,36316,6.909048398,49.04923169,3.526844896,1.408528502,2.09898365,23.8569355,3.890792528,72.89899769,73.72243669,55.23988952,Bajo
14,Jalisco,14101,Tonalá,569913,2.127664737,26.90654893,0.08695113205,0.07260633729,0.6045837864,14.90069294,2.061757063,3.428418022,59.05103248,59.59806634,Muy bajo
14,Jalisco,14102,Tonaya,5961,5.560401221,44.20453221,0.738131186,0.01677570877,0.2851870492,14.25414371,0.6374769334,100,73.22864803,56.66697947,Muy bajo
14,Jalisco,14103,Tonila,7565,4.60514796,41.60098091,0.1327668614,0.1062134891,0.3186404673,16.34078217,1.951672862,100,76.8296796,56.59100897,Muy bajo
14,Jalisco,14104,Totatiche,4180,5.886096087,46.43765903,2.336223507,1.51734104,1.565510597,14.40422344,1.758188825,100,77.52489331,55.61705438,Bajo
14,Jalisco,14105,Tototlán,23573,5.910543131,47.3048932,0.7384956886,0.1750192094,0.7256894049,18.65613937,1.024502689,41.42026895,57.04829083,57.76967349,Muy bajo
14,Jalisco,14106,Tuxcacuesco,5482,10.81218274,54.08629442,3.165938865,1.179039301,0.3056768559,18.01872063,4.23580786,100,74.59016393,54.63329896,Bajo
14,Jalisco,14107,Tuxcueca,6702,5.329623288,46.25267666,0.5832211754,0.7178106774,0.5682667863,20.73101044,1.704800359,100,70.53121365,56.17029545,Bajo
14,Jalisco,14108,Tuxpan,37518,4.2963501,36.24020904,0.1501018548,0.5146349308,0.262678246,19.1098671,5.181194382,18.78298417,69.05181316,57.93150556,Muy bajo
14,Jalisco,14109,Unión de San Antonio,19069,7.738139022,56.1162192,3.173602354,0.6357713325,3.236654056,21.83255577,1.481715006,54.1821805,71.59695817,55.72054635,Bajo
14,Jalisco,14110,Unión de Tula,13799,3.719655442,39.5175347,0.4935762503,0.2250127023,0.6460042099,12.42416859,1.771067722,30.94427132,64.19572759,58.44562163,Muy bajo
14,Jalisco,14111,Valle de Guadalupe,6627,5.087572977,45.35546078,0.846304972,0.04533776636,0.8916427384,12.70866966,0.2418014206,100,60.16949153,57.2132805,Muy bajo
14,Jalisco,14112,Valle de Juárez,6151,8.02173913,48.04347826,0.7026143791,0.8333333333,0.4248366013,11.8780098,0.9803921569,100,69.33333333,56.24834516,Bajo
14,Jalisco,14113,San Gabriel,16548,6.617150574,46.48826608,0.8957175548,0.4118993135,1.896044459,20.13327026,5.021248774,69.12617839,70.7539619,56.22678835,Bajo
14,Jalisco,14114,Villa Corona,19063,4.973651917,42.60952224,0.2473650247,0.1505700151,0.2742525274,17.21763039,1.252957625,55.48969207,71.46398141,57.41430155,Muy bajo
14,Jalisco,14115,Villa Guerrero,5525,8.726899384,50.1026694,7.257184431,4.019643507,6.74790833,18.17080498,6.184066933,100,74.56090652,53.07949672,Medio
14,Jalisco,14116,Villa Hidalgo,20088,3.755703756,51.11823502,0.5139464099,0.1846215259,1.037872362,15.05184078,0.8332917519,22.37156511,80.1578354,57.56784705,Muy bajo
14,Jalisco,14117,Cañadas de Obregón,4388,7.242848448,58.02156556,1.688341319,1.209217431,1.34610997,10.76812649,0.7529089665,100,70.3343465,55.80412301,Bajo
14,Jalisco,14118,Yahualica de González Gallo,22394,6.097776729,47.84213272,1.148909434,0.6866529037,2.25742752,11.15601063,1.063638812,35.26390998,69.07216495,57.41559161,Muy bajo
14,Jalisco,14119,Zacoalco de Torres,30472,4.302910528,41.88541734,1.156417112,0.2874331551,1.059491979,21.17175293,5.217245989,33.2337884,68.28765896,57.33987796,Muy bajo
14,Jalisco,14120,Zapopan,1476491,1.535140538,19.63707878,0.02350282801,0.05292621291,0.2652732614,9.7734375,1.48197553,3.269508585,46.14872755,60.68852115,Muy bajo
14,Jalisco,14121,Zapotiltic,33713,3.949773504,38.31673602,0.1369071161,0.441145152,0.7392984271,15.83324051,2.245276704,19.14098419,63.62799263,58.44427921,Muy bajo
14,Jalisco,14122,Zapotitlán de Vadillo,7466,6.254695718,38.93688956,3.460300429,3.594420601,1.488733906,27.04081726,14.32403433,100,79.48186528,53.5999229,Medio
14,Jalisco,14123,Zapotlán del Rey,19279,6.219889264,49.68438413,1.162971808,0.3685439917,0.6073189722,22.8117733,1.770049312,100,76.93381737,55.63470615,Bajo
14,Jalisco,14124,Zapotlanejo,64806,4.986406594,48.41328496,0.9517482193,0.4588786058,1.549680948,18.6055584,1.035196687,48.64055797,68.62389713,57.1390869,Muy bajo
14,Jalisco,14125,San Ignacio Cerro Gordo,18341,6.4695734,56.16373902,0.6466462078,0.2466023674,1.474134152,12.70004082,0.4439085877,42.63671556,62.50890948,57.47456449,Muy bajo
15,México,15001,Acambay de Ruíz Castañeda,67872,7.959102265,38.99216296,13.39251482,1.865396526,9.614533872,27.15239334,3.532500479,91.17751061,80.76740677,52.73417018,Medio
15,México,15002,Acolman,171507,1.950505912,24.11642002,0.1773768805,0.1664800073,10.3968278,22.97312164,2.037393589,5.251680689,60.75790745,58.34842085,Muy bajo
15,México,15003,Aculco,49266,6.939415538,40.67064278,15.20310815,1.826651207,6.305811517,27.18929291,2.011757287,100,82.16300435,52.79898025,Medio
15,México,15004,Almoloya de Alquisiras,15333,7.443155452,44.08242829,8.119406885,0.8753021099,3.873538441,23.39866066,2.854530015,100,83.56925282,54.02845125,Medio
15,México,15005,Almoloya de Juárez,174587,5.639841953,35.87221207,7.853933444,0.9798841099,7.400951618,27.45502853,3.202176396,61.81216242,73.29349991,54.97992178,Bajo
15,México,15006,Almoloya del Río,12694,3.254502061,28.2639449,0.2129505482,0.1814023188,0.1183058601,26.32841873,4.219575676,14.98345675,74.66284558,57.95375707,Muy bajo
15,México,15007,Amanalco,23675,9.461784222,46.32542706,5.77151084,1.795392954,4.395325203,29.8566494,4.827235772,100,77.17763408,53.49772647,Medio
15,México,15008,Amatepec,25244,12.60096931,50.15382263,7.394338276,1.280628023,8.234874316,23.23567581,7.041471731,100,78.27529022,52.72288746,Medio
15,México,15009,Amecameca,53441,2.205464211,23.220418,0.2625016406,0.3525022031,1.173757336,24.07835007,6.679167448,26.72854176,75.12867016,57.8301224,Muy bajo
15,México,15010,Apaxco,31898,3.357781829,27.98237405,0.8525229646,0.1918963131,1.783691959,19.23786163,1.113697854,52.43902439,65.10087552,58.02084924,Muy bajo
15,México,15011,Atenco,75489,2.22985488,27.18238005,0.2708300143,0.2986778527,9.254686421,27.96918488,4.511957085,24.62875386,77.30142797,56.94618952,Muy bajo
15,México,15012,Atizapán,12984,3.327913279,31.06775068,0.193020383,0.4709697344,0.2084620136,31.47172546,6.292464484,16.25847197,81.12429087,57.1405414,Muy bajo
15,México,15013,Atizapán de Zaragoza,523674,1.834148187,20.58465044,0.0115117631,0.02455343441,0.05218015197,15.3420887,0.736427339,0.1162937247,58.9723572,60.00346311,Muy bajo
15,México,15014,Atlacomulco,109384,5.345302982,29.68913966,4.104775448,0.7862745998,3.652461122,23.56749725,2.200302794,64.16386309,73.57528222,56.21792183,Bajo
15,México,15015,Atlautla,31900,4.427852058,32.37515379,0.9407544914,0.6796085958,7.296353396,32.3702507,8.868963347,37.43573668,86.04788899,55.47102367,Bajo
15,México,15016,Axapusco,29128,4.271509267,32.95866865,2.245411027,0.2858422013,2.17997727,25.01293373,1.639287805,80.8500412,78.25130602,56.27550563,Bajo
15,México,15017,Ayapango,10053,2.222521552,23.75046277,0.1113473024,0.303674461,2.186456119,26.90081024,2.358538314,100,75.61601643,56.70653783,Muy bajo
15,México,15018,Calimaya,68489,2.843339141,21.13679702,0.3036570875,0.2127066555,0.5970981324,16.41478729,2.056834353,52.67853232,69.50879488,58.34519169,Muy bajo
15,México,15019,Capulhuac,36921,2.397940419,23.75739436,0.2552475086,0.1493469465,0.9096586743,22.54265785,2.553307076,13.26074592,66.56954649,58.7472604,Muy bajo
15,México,15020,Coacalco de Berriozábal,293444,0.7355198526,14.18156313,0.01912934168,0.02525873133,0.08231408459,6.586452007,0.3303137126,0.06781532422,55.23697161,60.90643054,Muy bajo
15,México,15021,Coatepec Harinas,38643,7.942140791,53.8049138,7.236347614,0.9537879377,2.778425732,28.89655876,4.986652153,82.03038066,81.87675646,53.8236416,Medio
15,México,15022,Cocotitlán,15107,1.803624846,20.05695413,0.2254193463,0.5237684811,7.597957966,24.16193962,4.198726453,31.88588072,69.10041464,57.68007976,Muy bajo
15,México,15023,Coyotepec,40885,3.285959077,25.43746663,0.1887995292,0.2157497303,1.934771947,23.45290184,3.536047082,8.421181362,67.71619178,58.41418957,Muy bajo
15,México,15024,Cuautitlán,178847,0.9883482724,14.37446396,0.03004961021,0.01983126427,0.3441218656,10.27386761,0.5374362928,15.90074197,54.95196804,60.41230608,Muy bajo
15,México,15025,Chalco,400057,2.563551443,24.44860561,0.195855941,0.2624844316,7.983908871,25.59874725,4.613004192,7.836883244,68.81123125,57.80120234,Muy bajo
15,México,15026,Chapa de Mota,31737,7.380271623,40.53834496,8.992601024,1.185733257,2.855335968,29.63815308,2.249145894,66.20348489,81.26200035,54.40711334,Medio
15,México,15027,Chapultepec,12772,1.627832748,19.97871435,0.1804487682,0.2353679586,0.8080966578,21.43069077,1.349442962,44.25305355,66.31522516,58.59002926,Muy bajo
15,México,15028,Chiautla,30045,1.949576853,24.40062321,0.2371567907,0.1369542706,3.533970205,22.5148468,1.830571887,64.02063571,71.11823647,57.62943759,Muy bajo
15,México,15029,Chicoloapan,200750,1.817186864,21.15579779,0.06492890285,0.2262466038,1.924412013,24.03042603,1.346214365,3.595516812,68.51184627,58.90188083,Muy bajo
15,México,15030,Chiconcuac,27692,1.633605601,22.36328334,0.2068890421,0.1379160164,3.095851631,26.68087959,1.575317604,6.586739853,74.43538999,58.38707044,Muy bajo
15,México,15031,Chimalhuacán,705193,3.128558398,30.49230825,0.0408235838,0.1428008596,1.804105749,34.01413345,3.886684488,0.2804905891,72.69654333,57.76101952,Muy bajo
15,México,15032,Donato Guerra,37436,12.19789132,53.56057229,9.050658699,2.373194309,11.57951922,36.94826889,11.00154837,84.25579656,77.65659685,51.26812686,Alto
15,México,15033,Ecatepec de Morelos,1645352,1.930363831,23.43196101,0.01706070809,0.04373259528,1.001560827,18.36402321,1.177335559,0.1050838969,63.83346892,59.46971681,Muy bajo
15,México,15034,Ecatzingo,10827,5.360934183,28.08437251,1.433327168,0.6194526627,2.237426036,38.81093216,6.832470414,23.39521566,78.11392106,56.20745857,Bajo
15,México,15035,Huehuetoca,163244,1.680859449,19.57082291,0.1252786529,0.1105264127,1.253292887,20.80747414,0.8075121987,18.85214771,65.11606709,59.1152832,Muy bajo
15,México,15036,Hueypoxtla,46757,5.388695168,35.14860197,2.54235473,0.1263680953,2.278909379,24.44386673,1.788429823,37.08749492,76.61471068,56.84982813,Muy bajo
15,México,15037,Huixquilucan,284965,1.847559375,19.6006246,0.1762582588,0.08372174831,2.473361499,17.34161949,1.110071213,19.22025512,64.34598818,59.15749489,Muy bajo
15,México,15038,Isidro Fabela,11929,4.464999429,31.5404819,2.337706021,0.4036326942,0.7063572149,23.93617058,3.077699294,100,72.27934876,56.24643151,Bajo
15,México,15039,Ixtapaluca,542211,2.003781455,22.03303122,0.09006976245,0.1645740491,2.211101371,21.08173752,3.207718208,3.849239503,67.77602496,58.8846711,Muy bajo
15,México,15040,Ixtapan de la Sal,36911,5.61550152,37.87316551,2.564660448,0.3318012456,6.6686611,23.85274315,3.057505032,47.64162445,71.31147541,56.28519459,Bajo
15,México,15041,Ixtapan del Oro,6475,10.60571429,54.05955484,8.665430955,2.177942539,2.316960148,34.36569214,5.329008341,100,93.19261214,52.01077162,Alto
15,México,15042,Ixtlahuaca,160139,7.153684247,34.72949812,6.329002754,0.661192279,5.715486579,24.25162315,3.535093772,55.52738558,81.08334153,55.16698426,Bajo
15,México,15043,Xalatlaco,30687,2.99051787,30.78956966,0.6955102041,0.3330612245,2.906122449,28.86379623,4.208979592,44.20764493,82.04589528,56.713057,Muy bajo
15,México,15044,Jaltenco,28217,1.328502415,23.02227575,0.07113387395,0.04977954772,0.1209275857,13.66622829,2.130459525,0,66.34223442,59.69656255,Muy bajo
15,México,15045,Jilotepec,87671,4.668418612,33.08267891,6.572139817,1.725344438,8.222918172,23.43600082,1.517706577,79.59302392,74.44752591,55.04137999,Bajo
15,México,15046,Jilotzingo,19877,4.383039543,29.9380826,1.815156557,0.448520889,0.7714415368,23.26181984,2.168103666,100,69.64198136,56.53752781,Muy bajo
15,México,15047,Jiquipilco,76826,7.223438289,40.15690533,6.021300726,0.9359804982,2.154840896,25.578825,4.206697866,85.62335668,80.20656698,54.71646184,Bajo
15,México,15048,Jocotitlán,69264,4.425983662,29.21803589,4.66078403,1.034283234,2.428757414,22.05724525,1.711144862,51.93462693,78.89898637,56.42388597,Bajo
15,México,15049,Joquicingo,15428,5.178620881,33.85950337,1.107347577,0.5406461699,2.260291819,29.10719299,5.810317874,67.30619653,88.15403212,55.57410858,Bajo
15,México,15050,Juchitepec,27116,4.610671432,30.92175885,0.3989509069,0.5208525729,2.220087917,31.25818253,6.017731806,6.815164479,79.56463368,57.00470016,Muy bajo
15,México,15051,Lerma,170327,2.737000634,21.49488604,0.4635761589,0.2418372536,0.815397351,17.87073135,1.488441955,48.38692632,44.79374631,59.26684643,Muy bajo
15,México,15052,Malinalco,28155,7.420442153,44.43287726,5.498306293,0.492066322,4.228917811,25.41914558,4.154038153,68.31468656,87.37262574,54.59679897,Bajo
15,México,15053,Melchor Ocampo,61220,2.236161549,24.16606918,0.1376552719,0.1065189604,0.4998197371,24.3214817,2.745271577,18.62626593,67.36593989,58.60433642,Muy bajo
15,México,15054,Metepec,242307,1.330198537,13.82074061,0.1171139481,0.08978369164,0.4779541081,9.738340378,0.702832024,7.76494282,57.1468049,60.40570369,Muy bajo
15,México,15055,Mexicaltzingo,13807,2.765021983,24.4479187,0.4655561213,0.1018404015,1.949516258,19.02735519,1.404760172,21.38770189,62.85862427,58.82870506,Muy bajo
15,México,15056,Morelos,33164,10.06423054,46.53120014,13.30511037,2.685050798,7.024068699,29.80733871,5.119288803,100,87.82016349,51.62512415,Alto
15,México,15057,Naucalpan de Juárez,834434,2.032461707,21.73136175,0.04723966497,0.0536086043,0.526599843,20.60428238,0.8168913168,5.058518708,61.29631583,59.47025121,Muy bajo
15,México,15058,Nezahualcóyotl,1077208,1.85652897,22.85628525,0.02186676784,0.03942922921,0.3020041413,21.61583519,0.5660125184,0.4207172617,65.46717681,59.37447487,Muy bajo
15,México,15059,Nextlalpan,57082,1.799975275,22.92440739,0.201818118,0.1579390706,1.962023095,28.80702591,2.173226135,24.46305315,66.29570747,58.31916294,Muy bajo
15,México,15060,Nicolás Romero,430601,2.81827645,26.72942383,0.5359164147,0.0999166197,4.332515057,21.05088425,1.958249478,11.29978797,63.21778375,58.56271319,Muy bajo
15,México,15061,Nopaltepec,10351,3.580695381,31.66839647,1.039743465,0.165192887,0.8648333495,20.74616432,0.7676610631,100,74.22797457,56.79482595,Muy bajo
15,México,15062,Ocoyoacac,72103,2.482158334,21.24149256,0.3254610698,0.2016689847,1.842888537,19.10190392,1.436757629,30.83505541,66.60486456,58.65623498,Muy bajo
15,México,15063,Ocuilan,36223,6.233019019,39.86918665,3.385380683,0.5914052784,3.722536963,27.94988632,4.202493848,100,85.76016292,54.57794678,Bajo
15,México,15064,El Oro,36937,6.377889981,36.53476346,5.91170616,0.8098601151,6.061680255,26.10773277,2.631363674,83.83734467,78.45731806,54.81236783,Bajo
15,México,15065,Otumba,36331,3.498983928,29.41698071,1.528774428,0.4878463851,2.084692402,23.51797867,1.477720736,57.90371859,78.74501542,56.94869468,Muy bajo
15,México,15066,Otzoloapan,4891,14.48087432,50.42501518,5.193186539,0.04154549231,0.5608641462,20.47430801,1.204819277,100,85.02581756,53.9814109,Medio
15,México,15067,Otzolotepec,88783,5.226089937,31.74426529,1.950795229,0.2778781854,0.4348906561,25.22725105,3.227045283,65.91915119,73.82610248,56.66412507,Muy bajo
15,México,15068,Ozumba,30785,2.878754171,27.22304385,0.3425551351,0.3685103052,9.007304983,28.04254723,7.784372554,39.64593146,86.66717662,56.04439196,Bajo
15,México,15069,Papalotla,4862,1.95545899,21.08058171,0.3771213074,0.08380473497,0,19.7368412,0.7751937984,100,67.73749426,57.76953131,Muy bajo
15,México,15070,La Paz,304088,2.699493456,27.99095348,0.1034289667,0.228569923,8.303441734,30.44542122,4.580793938,2.505853569,72.47070998,57.39743415,Muy bajo
15,México,15071,Polotitlán,14985,4.709318244,34.97850908,4.269271949,0.6423982869,0.9569057816,19.43612862,1.632762313,100,75.599022,55.98410084,Bajo
15,México,15072,Rayón,15972,2.81377899,22.04979536,0.1128597404,0.2696093799,0.6207285723,20.19639015,1.862185717,40.27047333,73.11187715,58.22665146,Muy bajo
15,México,15073,San Antonio la Isla,31962,1.743611767,16.46358072,0.1753067869,0.2660906587,0.4977460556,14.54737568,1.790970004,6.348163444,64.25562818,59.67840295,Muy bajo
15,México,15074,San Felipe del Progreso,144924,10.80504564,48.24109643,8.264342875,1.643331997,19.57486213,33.6843071,3.694925093,78.82338329,69.78883627,52.2180196,Alto
15,México,15075,San Martín de las Pirámides,29182,2.851840116,25.12671806,0.6491276274,0.2644594038,1.827425117,21.79120064,2.94703579,51.05544514,72.5377979,57.67057651,Muy bajo
15,México,15076,San Mateo Atenco,97418,2.043419153,21.63327656,0.2041994967,0.2320448826,2.762881069,19.13733673,1.268016879,1.029583855,71.90118885,58.92115042,Muy bajo
15,México,15077,San Simón de Guerrero,6692,8.466522678,34.96760259,12.26174396,1.275701636,0.8554705088,22.70333481,3.887137926,100,82.2737819,53.81418849,Medio
15,México,15078,Santo Tomás,9729,8.171948357,41.83077453,3.67359539,0.3498662276,3.86910887,25.87519073,1.944844618,100,75.29249828,54.92478346,Bajo
15,México,15079,Soyaniquilpan de Juárez,14323,3.579311007,30.90932532,8.399832003,1.301973961,5.270894582,21.31105995,0.7699846003,60.16197724,79.48306595,55.66395376,Bajo
15,México,15080,Sultepec,24145,14.86997925,51.39578136,12.79405006,1.591944177,4.934609117,28.29149818,6.913116124,100,81.15759673,51.5980733,Alto
15,México,15081,Tecámac,547503,1.176187323,15.64638184,0.02598091683,0.04902158047,0.917359016,13.79562473,0.9119219524,2.02537703,61.66112812,60.07558824,Muy bajo
15,México,15082,Tejupilco,79282,10.4161258,40.02994649,7.583988654,0.6483556839,10.51678507,26.9135685,5.574339298,60.94069272,72.91346838,53.99239626,Medio
15,México,15083,Temamatla,14130,2.527895724,22.6672547,0.1206358217,1.206358217,7.855520863,24.99327469,3.122338916,54.96107573,70.66301584,56.92082314,Muy bajo
15,México,15084,Temascalapa,43593,3.260835452,29.0399523,0.7750511718,0.3978749339,5.977323429,24.93724632,3.461281939,53.3090175,74.05973127,56.8251146,Muy bajo
15,México,15085,Temascalcingo,66414,9.327375055,42.09479393,7.751376631,0.6909974201,2.46058686,24.14332008,2.418454482,60.46315536,84.26255094,54.65513829,Bajo
15,México,15086,Temascaltepec,35014,7.420435511,44.8027473,13.17468529,1.149623498,2.991895154,31.2253418,5.36299362,100,83.5166975,52.86927785,Medio
15,México,15087,Temoaya,105766,6.195665483,40.64206633,2.816034251,0.6545110111,0.8449049955,27.60284424,4.872273317,70.07923151,78.40507779,55.58997171,Bajo
15,México,15088,Tenancingo,104677,4.795288839,30.93995098,1.830215045,0.4036875303,3.835031538,25.50896263,2.430858806,74.50824919,75.53534071,56.26881799,Bajo
15,México,15089,Tenango del Aire,11359,2.894768063,24.12752171,0.2031622648,0.3798251038,1.333804434,26.93649673,1.801960958,43.42811867,75.50919026,57.59889581,Muy bajo
15,México,15090,Tenango del Valle,90518,5.06477664,33.7175502,1.212026343,0.5579346356,1.667095274,25.15550041,5.455419639,29.16105084,82.4345683,56.66644974,Muy bajo
15,México,15091,Teoloyucan,65459,2.752331692,25.04638435,0.1413905453,0.1151826028,0.9419465872,22.17588806,2.011772481,10.03376159,64.96259352,58.8499552,Muy bajo
15,México,15092,Teotihuacán,58507,2.499886678,23.31755777,0.3561216977,0.1438159156,3.477263389,19.65633202,1.600082231,37.85359017,69.16878144,58.22173209,Muy bajo
15,México,15093,Tepetlaoxtoc,32564,2.467954054,25.11453737,2.658670047,0.2349522367,3.28314836,24.65638733,2.114897038,59.2310527,73.16244595,57.12460421,Muy bajo
15,México,15094,Tepetlixpa,20500,3.36996822,31.07273304,0.5140758874,0.3916768666,6.403916769,30.26857567,8.5875153,27.10243902,82.31368187,56.27564846,Bajo
15,México,15095,Tepotzotlán,103696,2.608031566,24.90418419,0.6694528287,0.2147687366,5.645902464,19.77721024,2.283237553,24.69622743,68.27088955,58.1161803,Muy bajo
15,México,15096,Tequixquiac,39489,2.503552338,29.79505502,1.017043725,0.3094247743,3.167799533,17.7001133,0.9916558878,15.98673048,66.00629831,58.54662555,Muy bajo
15,México,15097,Texcaltitlán,18482,6.993627491,41.12697522,8.271948491,1.265891854,6.171222786,30.06363869,3.208381077,100,83.74957236,53.5028845,Medio
15,México,15098,Texcalyacac,5736,1.594099453,21.99476315,0.3327495622,0.2802101576,0.05253940455,23.37482643,1.628721541,11.0181311,77.90102389,58.562498,Muy bajo
15,México,15099,Texcoco,277562,2.174250806,21.63698911,0.5422666304,0.1648088879,8.583495203,19.93740845,2.602869264,42.62651227,70.7119363,57.63261115,Muy bajo
15,México,15100,Tezoyuca,47044,2.331890332,27.91407311,0.07264491592,0.1004037513,30.33825509,26.62985229,4.091054825,5.875350735,70.8710276,55.81860048,Bajo
15,México,15101,Tianguistenco,84259,3.048330793,27.34464845,1.129768814,0.4067312838,2.213157644,25.905056,4.213406293,43.90747576,80.69529415,56.98479135,Muy bajo
15,México,15102,Timilpan,16414,5.783013428,37.32359502,4.182926829,0.6341463415,2.859756098,19.99107552,1.036585366,100,78.37691614,55.53600966,Bajo
15,México,15103,Tlalmanalco,49196,1.581708351,17.83733915,0.1672479553,0.1468518632,0.4629912909,21.30251503,2.684125722,25.04471908,65.06330428,58.98599206,Muy bajo
15,México,15104,Tlalnepantla de Baz,672202,1.766571957,20.57979853,0.01812412306,0.03774194474,0.1720018967,15.81803799,0.7017194089,0.03942267354,58.70213885,59.9888299,Muy bajo
15,México,15105,Tlatlaya,31762,14.21172478,47.89480734,9.642733264,0.7725538423,7.97149434,26.32748604,7.548954687,100,81.80439727,52.14925565,Alto
15,México,15106,Toluca,910608,2.629053341,20.3236927,0.4772925298,0.252245147,2.064665081,14.63330078,1.454494579,11.51417514,63.7102916,59.24301569,Muy bajo
15,México,15107,Tonatico,12912,5.0124533,39.35242839,0.6190252312,0.1802225357,4.301833568,15.34138775,1.285568707,45.62422553,79.60954447,57.04302775,Muy bajo
15,México,15108,Tultepec,157645,1.78619393,19.4570713,0.03371479825,0.06297669862,0.1386759626,16.37467957,1.275437179,4.298265089,64.10469162,59.67676047,Muy bajo
15,México,15109,Tultitlán,516341,1.656136631,21.06947619,0.0219529585,0.03515286642,0.351383585,13.81704235,0.9510980488,1.724441793,60.84097859,59.94626686,Muy bajo
15,México,15110,Valle de Bravo,61590,6.008988764,34.5400247,1.714875356,0.6535198349,1.994955285,22.93128014,3.595531385,51.98084105,68.97197006,56.76987633,Muy bajo
15,México,15111,Villa de Allende,53275,10.03530426,50.53879272,8.816901408,1.808450704,7.870422535,34.81600189,5.286384977,100,74.08207343,52.48661445,Alto
15,México,15112,Villa del Carbón,51498,7.409556974,41.39897351,11.31810741,2.254657417,3.324499182,30.21197319,4.166504268,81.36238301,76.18974201,53.56654792,Medio
15,México,15113,Villa Guerrero,69086,6.701767101,54.17785528,3.973577236,0.6068524971,3.192508711,29.66479874,5.104529617,85.03893698,85.92378196,54.18243442,Medio
15,México,15114,Villa Victoria,108196,11.05900088,55.24613312,20.0249815,1.7125569,16.55131574,34.57932281,5.593027452,100,67.72807683,50.38065851,Alto
15,México,15115,Xonacatlán,54633,3.648920141,27.91846877,0.7870693135,0.2476791546,0.8604557296,21.38489723,1.706234176,27.28570644,70.96585278,58.10075171,Muy bajo
15,México,15116,Zacazonapan,5109,10.0723589,46.33863965,1.726167124,0.4119262456,1.628089447,20.65454483,0.7453903492,100,70.174306,55.47909782,Bajo
15,México,15117,Zacualpan,13522,10.10497296,49.23834048,20.24959144,2.25820829,18.16223444,29.18309784,8.356856336,100,88.71540099,49.6522453,Alto
15,México,15118,Zinacantepec,203872,3.773660759,26.28824552,0.8654831337,0.3374251261,2.109276482,19.64102364,2.491071648,24.52175875,65.04202549,58.28804024,Muy bajo
15,México,15119,Zumpahuacán,18833,9.861045318,45.43114609,8.618309261,0.8071367884,5.442863212,33.83095551,8.49086661,100,95.94677271,52.16985507,Alto
15,México,15120,Zumpango,280455,2.170159076,23.47102197,0.1692277419,0.1513173192,1.749697711,25.53437233,0.9442975378,23.43869783,67.09022609,58.5018769,Muy bajo
15,México,15121,Cuautitlán Izcalli,555163,1.250930313,16.79672148,0.04680877981,0.03776571524,1.899319787,10.07456398,0.8029108682,2.292840121,49.34438153,60.59201495,Muy bajo
15,México,15122,Valle de Chalco Solidaridad,391731,3.139473602,30.17008058,0.04304182743,0.0840176847,1.730034662,33.74840164,3.361499651,0.2118800912,73.68834113,57.80112373,Muy bajo
