Municipality ID,Municipality,Economic Sector 1 digit ID,Economic Sector 1 digit,Insured People
1001,Aguascalientes,0,"Agricultura, ganadería, silvicultura, pesca y caza",45938
1001,Aguascalientes,1,Industrias extractivas,7907
1001,Aguascalientes,3,Industrias de transformación,690180
1001,Aguascalientes,4,Industria de la construcción,234882
1001,Aguascalientes,5,"Industria eléctrica, y captación y suministro de agua potable",8065
1001,Aguascalientes,6,Comercio,536724
1001,Aguascalientes,7,Transportes y comunicaciones,282390
1001,Aguascalientes,8,"Servicios para empresas, personas y el hogar",560519
1001,Aguascalientes,9,Servicios sociales y comunales,532635
1002,Asientos,0,"Agricultura, ganadería, silvicultura, pesca y caza",3781
1002,Asientos,1,Industrias extractivas,1329
1002,Asientos,3,Industrias de transformación,34
1002,Asientos,4,Industria de la construcción,2383
1002,Asientos,6,Comercio,1057
1002,Asientos,7,Transportes y comunicaciones,93
1002,Asientos,8,"Servicios para empresas, personas y el hogar",19
1002,Asientos,9,Servicios sociales y comunales,5147
1003,Calvillo,0,"Agricultura, ganadería, silvicultura, pesca y caza",5648
1003,Calvillo,1,Industrias extractivas,192
1003,Calvillo,3,Industrias de transformación,16889
1003,Calvillo,4,Industria de la construcción,1728
1003,Calvillo,6,Comercio,5240
1003,Calvillo,7,Transportes y comunicaciones,1177
1003,Calvillo,8,"Servicios para empresas, personas y el hogar",1383
1003,Calvillo,9,Servicios sociales y comunales,11833
1004,Cosío,0,"Agricultura, ganadería, silvicultura, pesca y caza",614
1004,Cosío,1,Industrias extractivas,748
1004,Cosío,3,Industrias de transformación,37
1004,Cosío,4,Industria de la construcción,20
1004,Cosío,6,Comercio,204
1004,Cosío,7,Transportes y comunicaciones,143
1004,Cosío,8,"Servicios para empresas, personas y el hogar",81
1004,Cosío,9,Servicios sociales y comunales,3571
1006,Pabellón de Arteaga,0,"Agricultura, ganadería, silvicultura, pesca y caza",9153
1006,Pabellón de Arteaga,1,Industrias extractivas,218
1006,Pabellón de Arteaga,3,Industrias de transformación,2229
1006,Pabellón de Arteaga,4,Industria de la construcción,2089
1006,Pabellón de Arteaga,5,"Industria eléctrica, y captación y suministro de agua potable",36
1006,Pabellón de Arteaga,6,Comercio,5369
1006,Pabellón de Arteaga,7,Transportes y comunicaciones,3831
1006,Pabellón de Arteaga,8,"Servicios para empresas, personas y el hogar",2154
1006,Pabellón de Arteaga,9,Servicios sociales y comunales,6790
1007,Rincón de Romos,0,"Agricultura, ganadería, silvicultura, pesca y caza",4979
1007,Rincón de Romos,1,Industrias extractivas,1211
1007,Rincón de Romos,3,Industrias de transformación,8829
1007,Rincón de Romos,4,Industria de la construcción,1594
1007,Rincón de Romos,5,"Industria eléctrica, y captación y suministro de agua potable",67
1007,Rincón de Romos,6,Comercio,5599
1007,Rincón de Romos,7,Transportes y comunicaciones,211
1007,Rincón de Romos,8,"Servicios para empresas, personas y el hogar",1142
1007,Rincón de Romos,9,Servicios sociales y comunales,12348
1008,San José de Gracia,3,Industrias de transformación,19
1008,San José de Gracia,4,Industria de la construcción,508
1008,San José de Gracia,6,Comercio,113
1008,San José de Gracia,7,Transportes y comunicaciones,6
1008,San José de Gracia,8,"Servicios para empresas, personas y el hogar",60
1008,San José de Gracia,9,Servicios sociales y comunales,3214
1009,Tepezalá,0,"Agricultura, ganadería, silvicultura, pesca y caza",2687
1009,Tepezalá,1,Industrias extractivas,385
1009,Tepezalá,3,Industrias de transformación,7456
1009,Tepezalá,4,Industria de la construcción,1735
1009,Tepezalá,6,Comercio,582
1009,Tepezalá,7,Transportes y comunicaciones,3424
1009,Tepezalá,8,"Servicios para empresas, personas y el hogar",760
1009,Tepezalá,9,Servicios sociales y comunales,4694
1010,El Llano,0,"Agricultura, ganadería, silvicultura, pesca y caza",5447
1010,El Llano,3,Industrias de transformación,2071
1010,El Llano,4,Industria de la construcción,10682
1010,El Llano,6,Comercio,1001
1010,El Llano,7,Transportes y comunicaciones,785
1010,El Llano,8,"Servicios para empresas, personas y el hogar",102
1010,El Llano,9,Servicios sociales y comunales,5008
1011,San Francisco de los Romo,0,"Agricultura, ganadería, silvicultura, pesca y caza",5381
1011,San Francisco de los Romo,3,Industrias de transformación,183231
1011,San Francisco de los Romo,4,Industria de la construcción,5480
1011,San Francisco de los Romo,6,Comercio,14511
1011,San Francisco de los Romo,7,Transportes y comunicaciones,7553
1011,San Francisco de los Romo,8,"Servicios para empresas, personas y el hogar",7219
1011,San Francisco de los Romo,9,Servicios sociales y comunales,9622
2001,Ensenada,0,"Agricultura, ganadería, silvicultura, pesca y caza",308803
2001,Ensenada,1,Industrias extractivas,1081
2001,Ensenada,3,Industrias de transformación,172765
2001,Ensenada,4,Industria de la construcción,47012
2001,Ensenada,5,"Industria eléctrica, y captación y suministro de agua potable",6348
2001,Ensenada,6,Comercio,202022
2001,Ensenada,7,Transportes y comunicaciones,44542
2001,Ensenada,8,"Servicios para empresas, personas y el hogar",175534
2001,Ensenada,9,Servicios sociales y comunales,105050
2002,Mexicali,0,"Agricultura, ganadería, silvicultura, pesca y caza",110036
2002,Mexicali,1,Industrias extractivas,6935
2002,Mexicali,3,Industrias de transformación,956899
2002,Mexicali,4,Industria de la construcción,163857
2002,Mexicali,5,"Industria eléctrica, y captación y suministro de agua potable",28545
2002,Mexicali,6,Comercio,494148
2002,Mexicali,7,Transportes y comunicaciones,125163
2002,Mexicali,8,"Servicios para empresas, personas y el hogar",451490
2002,Mexicali,9,Servicios sociales y comunales,269350
2003,Tecate,0,"Agricultura, ganadería, silvicultura, pesca y caza",3624
2003,Tecate,1,Industrias extractivas,1071
2003,Tecate,3,Industrias de transformación,148556
2003,Tecate,4,Industria de la construcción,11174
2003,Tecate,5,"Industria eléctrica, y captación y suministro de agua potable",461
2003,Tecate,6,Comercio,32110
2003,Tecate,7,Transportes y comunicaciones,11963
2003,Tecate,8,"Servicios para empresas, personas y el hogar",39013
2003,Tecate,9,Servicios sociales y comunales,17116
2004,Tijuana,0,"Agricultura, ganadería, silvicultura, pesca y caza",9947
2004,Tijuana,1,Industrias extractivas,2524
2004,Tijuana,3,Industrias de transformación,2548157
2004,Tijuana,4,Industria de la construcción,293032
2004,Tijuana,5,"Industria eléctrica, y captación y suministro de agua potable",10091
2004,Tijuana,6,Comercio,1002461
2004,Tijuana,7,Transportes y comunicaciones,240518
2004,Tijuana,8,"Servicios para empresas, personas y el hogar",1230884
2004,Tijuana,9,Servicios sociales y comunales,343254
2005,Playas de Rosarito,0,"Agricultura, ganadería, silvicultura, pesca y caza",2588
2005,Playas de Rosarito,1,Industrias extractivas,50
2005,Playas de Rosarito,3,Industrias de transformación,44614
2005,Playas de Rosarito,4,Industria de la construcción,9859
2005,Playas de Rosarito,5,"Industria eléctrica, y captación y suministro de agua potable",6599
2005,Playas de Rosarito,6,Comercio,31312
2005,Playas de Rosarito,7,Transportes y comunicaciones,1985
2005,Playas de Rosarito,8,"Servicios para empresas, personas y el hogar",38349
2005,Playas de Rosarito,9,Servicios sociales y comunales,10737
3001,Comondú,0,"Agricultura, ganadería, silvicultura, pesca y caza",59189
3001,Comondú,1,Industrias extractivas,542
3001,Comondú,3,Industrias de transformación,1299
3001,Comondú,4,Industria de la construcción,4409
3001,Comondú,5,"Industria eléctrica, y captación y suministro de agua potable",3615
3001,Comondú,6,Comercio,26971
3001,Comondú,7,Transportes y comunicaciones,3395
3001,Comondú,8,"Servicios para empresas, personas y el hogar",9780
3001,Comondú,9,Servicios sociales y comunales,3598
3002,Mulegé,0,"Agricultura, ganadería, silvicultura, pesca y caza",95925
3002,Mulegé,1,Industrias extractivas,30972
3002,Mulegé,3,Industrias de transformación,793
3002,Mulegé,4,Industria de la construcción,4947
3002,Mulegé,5,"Industria eléctrica, y captación y suministro de agua potable",2650
3002,Mulegé,6,Comercio,21025
3002,Mulegé,7,Transportes y comunicaciones,3254
3002,Mulegé,8,"Servicios para empresas, personas y el hogar",10270
3002,Mulegé,9,Servicios sociales y comunales,2847
3008,Los Cabos,0,"Agricultura, ganadería, silvicultura, pesca y caza",23956
3008,Los Cabos,1,Industrias extractivas,195
3008,Los Cabos,3,Industrias de transformación,5953
3008,Los Cabos,4,Industria de la construcción,259701
3008,Los Cabos,5,"Industria eléctrica, y captación y suministro de agua potable",2277
3008,Los Cabos,6,Comercio,174522
3008,Los Cabos,7,Transportes y comunicaciones,54456
3008,Los Cabos,8,"Servicios para empresas, personas y el hogar",635060
3008,Los Cabos,9,Servicios sociales y comunales,42758
4001,Calkiní,0,"Agricultura, ganadería, silvicultura, pesca y caza",211
4001,Calkiní,3,Industrias de transformación,25
4001,Calkiní,4,Industria de la construcción,787
4001,Calkiní,6,Comercio,5163
4001,Calkiní,7,Transportes y comunicaciones,11
4001,Calkiní,8,"Servicios para empresas, personas y el hogar",1207
4001,Calkiní,9,Servicios sociales y comunales,2853
4002,Campeche,0,"Agricultura, ganadería, silvicultura, pesca y caza",25944
4002,Campeche,1,Industrias extractivas,907
4002,Campeche,3,Industrias de transformación,6033
4002,Campeche,4,Industria de la construcción,74263
4002,Campeche,5,"Industria eléctrica, y captación y suministro de agua potable",11163
4002,Campeche,6,Comercio,148583
4002,Campeche,7,Transportes y comunicaciones,22290
4002,Campeche,8,"Servicios para empresas, personas y el hogar",104061
4002,Campeche,9,Servicios sociales y comunales,232298
4003,Carmen,0,"Agricultura, ganadería, silvicultura, pesca y caza",16783
4003,Carmen,1,Industrias extractivas,24875
4003,Carmen,3,Industrias de transformación,23503
4003,Carmen,4,Industria de la construcción,181898
4003,Carmen,5,"Industria eléctrica, y captación y suministro de agua potable",3701
4003,Carmen,6,Comercio,104449
4003,Carmen,7,Transportes y comunicaciones,189940
4003,Carmen,8,"Servicios para empresas, personas y el hogar",145720
4003,Carmen,9,Servicios sociales y comunales,39175
4004,Champotón,0,"Agricultura, ganadería, silvicultura, pesca y caza",16671
4004,Champotón,1,Industrias extractivas,1149
4004,Champotón,3,Industrias de transformación,100
4004,Champotón,4,Industria de la construcción,4752
4004,Champotón,5,"Industria eléctrica, y captación y suministro de agua potable",12
4004,Champotón,6,Comercio,6843
4004,Champotón,7,Transportes y comunicaciones,176
4004,Champotón,8,"Servicios para empresas, personas y el hogar",5774
4004,Champotón,9,Servicios sociales y comunales,2607
4005,Hecelchakán,0,"Agricultura, ganadería, silvicultura, pesca y caza",39
4005,Hecelchakán,3,Industrias de transformación,24
4005,Hecelchakán,4,Industria de la construcción,94
4005,Hecelchakán,6,Comercio,1730
4005,Hecelchakán,8,"Servicios para empresas, personas y el hogar",662
4005,Hecelchakán,9,Servicios sociales y comunales,2508
4006,Hopelchén,0,"Agricultura, ganadería, silvicultura, pesca y caza",6117
4006,Hopelchén,4,Industria de la construcción,113
4006,Hopelchén,6,Comercio,1048
4006,Hopelchén,8,"Servicios para empresas, personas y el hogar",400
4006,Hopelchén,9,Servicios sociales y comunales,2470
4007,Palizada,0,"Agricultura, ganadería, silvicultura, pesca y caza",1861
4007,Palizada,4,Industria de la construcción,93
4007,Palizada,5,"Industria eléctrica, y captación y suministro de agua potable",273
4007,Palizada,6,Comercio,206
4007,Palizada,8,"Servicios para empresas, personas y el hogar",166
4007,Palizada,9,Servicios sociales y comunales,2169
4008,Tenabo,0,"Agricultura, ganadería, silvicultura, pesca y caza",6
4008,Tenabo,1,Industrias extractivas,12
4008,Tenabo,4,Industria de la construcción,2387
4008,Tenabo,6,Comercio,1047
4008,Tenabo,7,Transportes y comunicaciones,12
4008,Tenabo,8,"Servicios para empresas, personas y el hogar",60
4008,Tenabo,9,Servicios sociales y comunales,24
4009,Escárcega,0,"Agricultura, ganadería, silvicultura, pesca y caza",441
4009,Escárcega,1,Industrias extractivas,344
4009,Escárcega,3,Industrias de transformación,132
4009,Escárcega,4,Industria de la construcción,1079
4009,Escárcega,5,"Industria eléctrica, y captación y suministro de agua potable",717
4009,Escárcega,6,Comercio,7645
4009,Escárcega,7,Transportes y comunicaciones,184
4009,Escárcega,8,"Servicios para empresas, personas y el hogar",3368
4009,Escárcega,9,Servicios sociales y comunales,5455
4010,Calakmul,0,"Agricultura, ganadería, silvicultura, pesca y caza",920
4010,Calakmul,4,Industria de la construcción,711
4010,Calakmul,6,Comercio,189
4010,Calakmul,7,Transportes y comunicaciones,3
4010,Calakmul,8,"Servicios para empresas, personas y el hogar",268
4010,Calakmul,9,Servicios sociales y comunales,223
4011,Candelaria,0,"Agricultura, ganadería, silvicultura, pesca y caza",255
4011,Candelaria,3,Industrias de transformación,12
4011,Candelaria,4,Industria de la construcción,3298
4011,Candelaria,6,Comercio,1450
4011,Candelaria,8,"Servicios para empresas, personas y el hogar",205
4011,Candelaria,9,Servicios sociales y comunales,71
5002,Acuña,0,"Agricultura, ganadería, silvicultura, pesca y caza",2343
5002,Acuña,1,Industrias extractivas,34
5002,Acuña,3,Industrias de transformación,344905
5002,Acuña,4,Industria de la construcción,19596
5002,Acuña,5,"Industria eléctrica, y captación y suministro de agua potable",3192
5002,Acuña,6,Comercio,40970
5002,Acuña,7,Transportes y comunicaciones,18057
5002,Acuña,8,"Servicios para empresas, personas y el hogar",41901
5002,Acuña,9,Servicios sociales y comunales,22749
5005,Candela,0,"Agricultura, ganadería, silvicultura, pesca y caza",39
5005,Candela,3,Industrias de transformación,222
5005,Candela,6,Comercio,32
5005,Candela,8,"Servicios para empresas, personas y el hogar",110
5006,Castaños,0,"Agricultura, ganadería, silvicultura, pesca y caza",675
5006,Castaños,1,Industrias extractivas,67
5006,Castaños,3,Industrias de transformación,36113
5006,Castaños,4,Industria de la construcción,14325
5006,Castaños,5,"Industria eléctrica, y captación y suministro de agua potable",294
5006,Castaños,6,Comercio,6320
5006,Castaños,7,Transportes y comunicaciones,14442
5006,Castaños,8,"Servicios para empresas, personas y el hogar",3757
5006,Castaños,9,Servicios sociales y comunales,742
5007,Cuatro Ciénegas,0,"Agricultura, ganadería, silvicultura, pesca y caza",2024
5007,Cuatro Ciénegas,1,Industrias extractivas,798
5007,Cuatro Ciénegas,3,Industrias de transformación,3001
5007,Cuatro Ciénegas,4,Industria de la construcción,1355
5007,Cuatro Ciénegas,5,"Industria eléctrica, y captación y suministro de agua potable",177
5007,Cuatro Ciénegas,6,Comercio,2668
5007,Cuatro Ciénegas,7,Transportes y comunicaciones,210
5007,Cuatro Ciénegas,8,"Servicios para empresas, personas y el hogar",2955
5007,Cuatro Ciénegas,9,Servicios sociales y comunales,129
5008,Escobedo,0,"Agricultura, ganadería, silvicultura, pesca y caza",69
5008,Escobedo,1,Industrias extractivas,1612
5008,Escobedo,4,Industria de la construcción,90
5008,Escobedo,6,Comercio,173
5008,Escobedo,9,Servicios sociales y comunales,312
5010,Frontera,0,"Agricultura, ganadería, silvicultura, pesca y caza",42
5010,Frontera,1,Industrias extractivas,1203
5010,Frontera,3,Industrias de transformación,185043
5010,Frontera,4,Industria de la construcción,15878
5010,Frontera,5,"Industria eléctrica, y captación y suministro de agua potable",340
5010,Frontera,6,Comercio,29106
5010,Frontera,7,Transportes y comunicaciones,13572
5010,Frontera,8,"Servicios para empresas, personas y el hogar",13193
5010,Frontera,9,Servicios sociales y comunales,2065
5011,General Cepeda,0,"Agricultura, ganadería, silvicultura, pesca y caza",2311
5011,General Cepeda,3,Industrias de transformación,1160
5011,General Cepeda,4,Industria de la construcción,130
5011,General Cepeda,5,"Industria eléctrica, y captación y suministro de agua potable",12
5011,General Cepeda,6,Comercio,325
5011,General Cepeda,7,Transportes y comunicaciones,105
5011,General Cepeda,8,"Servicios para empresas, personas y el hogar",804
5011,General Cepeda,9,Servicios sociales y comunales,612
5016,Lamadrid,0,"Agricultura, ganadería, silvicultura, pesca y caza",142
5016,Lamadrid,4,Industria de la construcción,1
5016,Lamadrid,6,Comercio,72
5016,Lamadrid,9,Servicios sociales y comunales,24
5018,Monclova,0,"Agricultura, ganadería, silvicultura, pesca y caza",3263
5018,Monclova,1,Industrias extractivas,2919
5018,Monclova,3,Industrias de transformación,245168
5018,Monclova,4,Industria de la construcción,79303
5018,Monclova,5,"Industria eléctrica, y captación y suministro de agua potable",8378
5018,Monclova,6,Comercio,147087
5018,Monclova,7,Transportes y comunicaciones,33168
5018,Monclova,8,"Servicios para empresas, personas y el hogar",114584
5018,Monclova,9,Servicios sociales y comunales,67540
5020,Múzquiz,0,"Agricultura, ganadería, silvicultura, pesca y caza",4764
5020,Múzquiz,1,Industrias extractivas,26947
5020,Múzquiz,3,Industrias de transformación,30514
5020,Múzquiz,4,Industria de la construcción,4981
5020,Múzquiz,5,"Industria eléctrica, y captación y suministro de agua potable",493
5020,Múzquiz,6,Comercio,19411
5020,Múzquiz,7,Transportes y comunicaciones,10012
5020,Múzquiz,8,"Servicios para empresas, personas y el hogar",9354
5020,Múzquiz,9,Servicios sociales y comunales,4801
5021,Nadadores,0,"Agricultura, ganadería, silvicultura, pesca y caza",331
5021,Nadadores,3,Industrias de transformación,8
5021,Nadadores,6,Comercio,227
5021,Nadadores,8,"Servicios para empresas, personas y el hogar",77
5021,Nadadores,9,Servicios sociales y comunales,12
5022,Nava,0,"Agricultura, ganadería, silvicultura, pesca y caza",2082
5022,Nava,1,Industrias extractivas,12232
5022,Nava,3,Industrias de transformación,18981
5022,Nava,4,Industria de la construcción,20200
5022,Nava,5,"Industria eléctrica, y captación y suministro de agua potable",15328
5022,Nava,6,Comercio,6960
5022,Nava,7,Transportes y comunicaciones,4908
5022,Nava,8,"Servicios para empresas, personas y el hogar",6788
5022,Nava,9,Servicios sociales y comunales,5357
5024,Parras,0,"Agricultura, ganadería, silvicultura, pesca y caza",15390
5024,Parras,1,Industrias extractivas,629
5024,Parras,3,Industrias de transformación,1314
5024,Parras,4,Industria de la construcción,2507
5024,Parras,5,"Industria eléctrica, y captación y suministro de agua potable",529
5024,Parras,6,Comercio,10353
5024,Parras,7,Transportes y comunicaciones,3499
5024,Parras,8,"Servicios para empresas, personas y el hogar",8181
5024,Parras,9,Servicios sociales y comunales,2925
5025,Piedras Negras,0,"Agricultura, ganadería, silvicultura, pesca y caza",3560
5025,Piedras Negras,1,Industrias extractivas,5867
5025,Piedras Negras,3,Industrias de transformación,263879
5025,Piedras Negras,4,Industria de la construcción,35927
5025,Piedras Negras,5,"Industria eléctrica, y captación y suministro de agua potable",2538
5025,Piedras Negras,6,Comercio,94935
5025,Piedras Negras,7,Transportes y comunicaciones,32654
5025,Piedras Negras,8,"Servicios para empresas, personas y el hogar",71991
5025,Piedras Negras,9,Servicios sociales y comunales,39643
5027,Ramos Arizpe,0,"Agricultura, ganadería, silvicultura, pesca y caza",10643
5027,Ramos Arizpe,1,Industrias extractivas,1548
5027,Ramos Arizpe,3,Industrias de transformación,803535
5027,Ramos Arizpe,4,Industria de la construcción,24637
5027,Ramos Arizpe,5,"Industria eléctrica, y captación y suministro de agua potable",1552
5027,Ramos Arizpe,6,Comercio,41128
5027,Ramos Arizpe,7,Transportes y comunicaciones,20223
5027,Ramos Arizpe,8,"Servicios para empresas, personas y el hogar",36339
5027,Ramos Arizpe,9,Servicios sociales y comunales,6089
5028,Sabinas,0,"Agricultura, ganadería, silvicultura, pesca y caza",1834
5028,Sabinas,1,Industrias extractivas,11414
5028,Sabinas,3,Industrias de transformación,54986
5028,Sabinas,4,Industria de la construcción,16806
5028,Sabinas,5,"Industria eléctrica, y captación y suministro de agua potable",3500
5028,Sabinas,6,Comercio,34475
5028,Sabinas,7,Transportes y comunicaciones,8276
5028,Sabinas,8,"Servicios para empresas, personas y el hogar",19039
5028,Sabinas,9,Servicios sociales y comunales,22656
5029,Sacramento,4,Industria de la construcción,111
5029,Sacramento,6,Comercio,316
5029,Sacramento,8,"Servicios para empresas, personas y el hogar",259
5029,Sacramento,9,Servicios sociales y comunales,262
5030,Saltillo,0,"Agricultura, ganadería, silvicultura, pesca y caza",17964
5030,Saltillo,1,Industrias extractivas,863
5030,Saltillo,3,Industrias de transformación,874531
5030,Saltillo,4,Industria de la construcción,185441
5030,Saltillo,5,"Industria eléctrica, y captación y suministro de agua potable",12231
5030,Saltillo,6,Comercio,373665
5030,Saltillo,7,Transportes y comunicaciones,123869
5030,Saltillo,8,"Servicios para empresas, personas y el hogar",425487
5030,Saltillo,9,Servicios sociales y comunales,257313
5031,San Buenaventura,0,"Agricultura, ganadería, silvicultura, pesca y caza",2112
5031,San Buenaventura,3,Industrias de transformación,1505
5031,San Buenaventura,4,Industria de la construcción,2786
5031,San Buenaventura,5,"Industria eléctrica, y captación y suministro de agua potable",317
5031,San Buenaventura,6,Comercio,6489
5031,San Buenaventura,7,Transportes y comunicaciones,2950
5031,San Buenaventura,8,"Servicios para empresas, personas y el hogar",1341
5031,San Buenaventura,9,Servicios sociales y comunales,1132
5032,San Juan de Sabinas,0,"Agricultura, ganadería, silvicultura, pesca y caza",1936
5032,San Juan de Sabinas,1,Industrias extractivas,19821
5032,San Juan de Sabinas,3,Industrias de transformación,1197
5032,San Juan de Sabinas,4,Industria de la construcción,7756
5032,San Juan de Sabinas,5,"Industria eléctrica, y captación y suministro de agua potable",1284
5032,San Juan de Sabinas,6,Comercio,16944
5032,San Juan de Sabinas,7,Transportes y comunicaciones,6930
5032,San Juan de Sabinas,8,"Servicios para empresas, personas y el hogar",6550
5032,San Juan de Sabinas,9,Servicios sociales y comunales,4958
5033,San Pedro,0,"Agricultura, ganadería, silvicultura, pesca y caza",20727
5033,San Pedro,3,Industrias de transformación,16801
5033,San Pedro,4,Industria de la construcción,6671
5033,San Pedro,5,"Industria eléctrica, y captación y suministro de agua potable",466
5033,San Pedro,6,Comercio,12043
5033,San Pedro,7,Transportes y comunicaciones,1724
5033,San Pedro,8,"Servicios para empresas, personas y el hogar",2061
5033,San Pedro,9,Servicios sociales y comunales,2950
5034,Sierra Mojada,1,Industrias extractivas,19932
5034,Sierra Mojada,3,Industrias de transformación,7419
5034,Sierra Mojada,4,Industria de la construcción,2352
5034,Sierra Mojada,6,Comercio,1755
5034,Sierra Mojada,8,"Servicios para empresas, personas y el hogar",128
5034,Sierra Mojada,9,Servicios sociales y comunales,107
5035,Torreón,0,"Agricultura, ganadería, silvicultura, pesca y caza",78328
5035,Torreón,1,Industrias extractivas,47565
5035,Torreón,3,Industrias de transformación,469368
5035,Torreón,4,Industria de la construcción,221610
5035,Torreón,5,"Industria eléctrica, y captación y suministro de agua potable",18803
5035,Torreón,6,Comercio,518847
5035,Torreón,7,Transportes y comunicaciones,119774
5035,Torreón,8,"Servicios para empresas, personas y el hogar",415400
5035,Torreón,9,Servicios sociales y comunales,237660
5036,Viesca,0,"Agricultura, ganadería, silvicultura, pesca y caza",14208
5036,Viesca,3,Industrias de transformación,35
5036,Viesca,4,Industria de la construcción,1189
5036,Viesca,6,Comercio,93
5036,Viesca,7,Transportes y comunicaciones,111
5036,Viesca,9,Servicios sociales y comunales,181
5037,Villa Unión,0,"Agricultura, ganadería, silvicultura, pesca y caza",836
5037,Villa Unión,1,Industrias extractivas,5764
5037,Villa Unión,3,Industrias de transformación,72
5037,Villa Unión,4,Industria de la construcción,233
5037,Villa Unión,5,"Industria eléctrica, y captación y suministro de agua potable",179
5037,Villa Unión,6,Comercio,401
5037,Villa Unión,7,Transportes y comunicaciones,3
5037,Villa Unión,9,Servicios sociales y comunales,85
6001,Armería,0,"Agricultura, ganadería, silvicultura, pesca y caza",1484
6001,Armería,3,Industrias de transformación,683
6001,Armería,4,Industria de la construcción,1077
6001,Armería,5,"Industria eléctrica, y captación y suministro de agua potable",410
6001,Armería,6,Comercio,3919
6001,Armería,7,Transportes y comunicaciones,565
6001,Armería,8,"Servicios para empresas, personas y el hogar",1100
6001,Armería,9,Servicios sociales y comunales,3314
6002,Colima,0,"Agricultura, ganadería, silvicultura, pesca y caza",13659
6002,Colima,1,Industrias extractivas,5058
6002,Colima,3,Industrias de transformación,40569
6002,Colima,4,Industria de la construcción,42428
6002,Colima,5,"Industria eléctrica, y captación y suministro de agua potable",6931
6002,Colima,6,Comercio,145500
6002,Colima,7,Transportes y comunicaciones,16537
6002,Colima,8,"Servicios para empresas, personas y el hogar",113467
6002,Colima,9,Servicios sociales y comunales,241501
6003,Comala,0,"Agricultura, ganadería, silvicultura, pesca y caza",1574
6003,Comala,1,Industrias extractivas,24
6003,Comala,3,Industrias de transformación,45
6003,Comala,4,Industria de la construcción,965
6003,Comala,6,Comercio,1677
6003,Comala,7,Transportes y comunicaciones,250
6003,Comala,8,"Servicios para empresas, personas y el hogar",6831
6003,Comala,9,Servicios sociales y comunales,3894
6004,Coquimatlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",3216
6004,Coquimatlán,3,Industrias de transformación,31
6004,Coquimatlán,4,Industria de la construcción,1263
6004,Coquimatlán,5,"Industria eléctrica, y captación y suministro de agua potable",249
6004,Coquimatlán,6,Comercio,1231
6004,Coquimatlán,7,Transportes y comunicaciones,97
6004,Coquimatlán,8,"Servicios para empresas, personas y el hogar",168
6004,Coquimatlán,9,Servicios sociales y comunales,2283
6006,Ixtlahuacán,0,"Agricultura, ganadería, silvicultura, pesca y caza",1446
6006,Ixtlahuacán,1,Industrias extractivas,142
6006,Ixtlahuacán,4,Industria de la construcción,123
6006,Ixtlahuacán,5,"Industria eléctrica, y captación y suministro de agua potable",84
6006,Ixtlahuacán,6,Comercio,27
6006,Ixtlahuacán,8,"Servicios para empresas, personas y el hogar",33
6006,Ixtlahuacán,9,Servicios sociales y comunales,1814
6007,Manzanillo,0,"Agricultura, ganadería, silvicultura, pesca y caza",3722
6007,Manzanillo,1,Industrias extractivas,4647
6007,Manzanillo,3,Industrias de transformación,4096
6007,Manzanillo,4,Industria de la construcción,38658
6007,Manzanillo,5,"Industria eléctrica, y captación y suministro de agua potable",14848
6007,Manzanillo,6,Comercio,67241
6007,Manzanillo,7,Transportes y comunicaciones,182904
6007,Manzanillo,8,"Servicios para empresas, personas y el hogar",115210
6007,Manzanillo,9,Servicios sociales y comunales,50870
6009,Tecomán,0,"Agricultura, ganadería, silvicultura, pesca y caza",59269
6009,Tecomán,1,Industrias extractivas,221
6009,Tecomán,3,Industrias de transformación,25162
6009,Tecomán,4,Industria de la construcción,9000
6009,Tecomán,5,"Industria eléctrica, y captación y suministro de agua potable",1704
6009,Tecomán,6,Comercio,54221
6009,Tecomán,7,Transportes y comunicaciones,4075
6009,Tecomán,8,"Servicios para empresas, personas y el hogar",18526
6009,Tecomán,9,Servicios sociales y comunales,23458
6010,Villa de Álvarez,0,"Agricultura, ganadería, silvicultura, pesca y caza",11901
6010,Villa de Álvarez,1,Industrias extractivas,689
6010,Villa de Álvarez,3,Industrias de transformación,3281
6010,Villa de Álvarez,4,Industria de la construcción,29699
6010,Villa de Álvarez,5,"Industria eléctrica, y captación y suministro de agua potable",234
6010,Villa de Álvarez,6,Comercio,36864
6010,Villa de Álvarez,7,Transportes y comunicaciones,2874
6010,Villa de Álvarez,8,"Servicios para empresas, personas y el hogar",24734
6010,Villa de Álvarez,9,Servicios sociales y comunales,18881
7001,Acacoyagua,0,"Agricultura, ganadería, silvicultura, pesca y caza",56
7001,Acacoyagua,4,Industria de la construcción,76
7001,Acacoyagua,6,Comercio,416
7001,Acacoyagua,8,"Servicios para empresas, personas y el hogar",12
7001,Acacoyagua,9,Servicios sociales y comunales,22
7002,Acala,0,"Agricultura, ganadería, silvicultura, pesca y caza",318
7002,Acala,4,Industria de la construcción,200
7002,Acala,5,"Industria eléctrica, y captación y suministro de agua potable",386
7002,Acala,6,Comercio,1797
7002,Acala,7,Transportes y comunicaciones,32
7002,Acala,8,"Servicios para empresas, personas y el hogar",12
7002,Acala,9,Servicios sociales y comunales,12
7003,Acapetahua,0,"Agricultura, ganadería, silvicultura, pesca y caza",4363
7003,Acapetahua,3,Industrias de transformación,355
7003,Acapetahua,4,Industria de la construcción,904
